iso3c,iso2c,country,year,sp_ado_tfrt,sh_sta_brtc_zs,sl_fam_work_fe_zs,sl_fam_work_ma_zs,sl_emp_mpyr_fe_zs,sl_emp_mpyr_ma_zs,sl_agr_empl_fe_zs,sl_agr_empl_ma_zs,sl_ind_empl_fe_zs,sl_ind_empl_ma_zs,sl_srv_empl_fe_zs,sl_srv_empl_ma_zs,sl_emp_totl_sp_fe_zs,sl_emp_totl_sp_ma_zs,sl_emp_1524_sp_fe_zs,sl_emp_1524_sp_ma_zs,sp_dyn_tfrt_in,sl_tlf_cact_fe_zs,sl_tlf_cact_ma_zs,sl_tlf_totl_fe_zs,sp_dyn_le00_fe_in,sp_dyn_le00_ma_in,sh_mmr_risk_zs,sh_mmr_risk,sh_sta_mmrt,sh_sta_mmrt_ne,sp_dyn_amrt_fe,sp_dyn_amrt_ma,sh_hiv_1524_fe_zs,sh_hiv_1524_ma_zs,se_prm_cmpt_fe_zs,se_prm_cmpt_ma_zs,se_prm_enrl_fe_zs,se_prm_tchr_fe_zs,sg_gen_parl_zs,se_pre_enrr_fe,se_pre_enrr_ma,se_enr_prim_fm_zs,se_enr_prsc_fm_zs,se_prm_enrr_fe,se_prm_enrr_ma,se_enr_seco_fm_zs,se_sec_enrr_fe,se_sec_enrr_ma,se_sec_enrl_gc_fe_zs,se_sec_enrl_fe_zs,se_sec_tchr_fe_zs,sl_emp_self_fe_zs,sl_emp_self_ma_zs,sp_dyn_to65_fe_zs,sp_dyn_to65_ma_zs,sl_uem_totl_fe_zs,sl_uem_totl_ma_zs,sl_uem_1524_fe_zs,sl_uem_1524_ma_zs,sl_emp_vuln_fe_zs,sl_emp_vuln_ma_zs,sl_emp_work_fe_zs,sl_emp_work_ma_zs,sg_law_indx,sh_dyn_aids_fe_zs
ABW,AW,Aruba,2000,43.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.845,NA,NA,NA,75.651,70.149,NA,NA,NA,0,88.188,177.639,NA,NA,NA,NA,48.60196,77.7777786254883,NA,93.3563995361328,98.3827514648438,0.966870009899139,0.992659986019135,NA,NA,1.03342998027802,NA,NA,53.6171,50.50178,49.3827209472656,NA,NA,84.648825,72.96288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2001,40.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.813,NA,NA,NA,75.758,70.251,NA,NA,NA,0,87.262,176.119,NA,NA,93.2157363891602,83.0393524169922,48.64349,78.7148590087891,NA,97.7067413330078,97.4000015258789,0.969399988651276,0.999490022659302,108.178176879883,112.488388061523,1.04673004150391,98.6474304199219,96.4439010620117,53.94245,51.05787,50.5854797363281,NA,NA,84.827247,73.123302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2002,38.185,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,75.825,70.364,NA,NA,NA,0,86.431,174.307,NA,NA,104.552131652832,93.1884078979492,48.24187,79.6511611938477,NA,96.8188095092773,100,0.947759985923767,0.989000022411346,112.701797485352,118.579742431641,1.05376994609833,102.293441772461,97.9970092773438,54.52419,51.48735,48.7750587463379,NA,NA,84.949413,73.301849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2003,37.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.808,NA,NA,NA,75.898,70.488,NA,NA,NA,0,85.752,172.183,NA,NA,95.6140365600586,98.4149932861328,47.98424,NA,NA,98.7491302490234,100.473609924316,0.931500017642975,0.97706001996994,112.163436889648,119.748779296875,1.04816997051239,104.977783203125,98.8703918457031,54.74045,51.57956,49.8915405273438,NA,NA,85.071782,73.50501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2004,38.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.819,NA,NA,NA,75.872,70.487,NA,NA,NA,83.8,85.962,171.848,NA,NA,93.9310302734375,96.9945373535156,47.88414,80.7970962524414,NA,100.563377380371,96.9697036743164,0.923409998416901,0.952910006046295,114.564247131348,119.765342712402,0.999769985675812,101.585006713867,100.290870666504,52.71945,50.55213,50.7306900024414,NA,NA,85.051487,73.460233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2005,40.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.844,NA,NA,NA,75.992,70.741,NA,NA,NA,0,84.799,167.526,NA,NA,94.0939636230469,94.7730407714844,48.34146,80.776008605957,NA,99.7840194702148,101.056343078613,0.938030004501343,0.963389992713928,114.752197265625,119.042266845703,1.00364005565643,100.781471252441,97.6323089599609,53.08951,50.7448,51.7928314208984,NA,NA,85.231904,73.943244000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2006,41.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862,NA,NA,NA,76.109,70.791,NA,NA,NA,0,83.589,166.301,NA,NA,101.523551940918,97.5098266601562,48.80654,81.6433563232422,NA,107.988166809082,109.949531555176,0.955470025539398,0.967980027198792,116.870246887207,119.073196411133,0.988430023193359,100.671501159668,99.0606536865234,52.68579,50.38312,54.4401512145996,NA,NA,85.406044,74.025143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2007,40.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881,NA,NA,NA,76.252,70.93,NA,NA,NA,0,82.112,163.521,NA,NA,101.731033325195,93.1210174560547,48.58883,82.8282775878906,NA,108.451759338379,106.240928649902,0.956110000610352,0.986760020256042,115.377548217773,118.516036987305,1.02982997894287,108.43962097168,104.046401977539,53.76242,50.88501,56.5377502441406,NA,NA,85.613269,74.318106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2008,40.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.889,NA,NA,NA,76.404,71.058,NA,NA,NA,0,80.554,161.095,NA,NA,104.172462463379,96.3709716796875,48.53176,82.5561294555664,NA,102.267570495605,101.093292236328,0.960789978504181,1.00560998916626,113.528038024902,118.459770202637,1.07120001316071,100.322486877441,93.8445205688477,54.72049,51.34801,56.936939239502,NA,NA,85.828989000000007,74.601356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2009,40.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,76.64,71.201,NA,NA,NA,0,78.153,158.457,NA,NA,98.0555572509766,97.1649475097656,48.6424,82.9896926879883,NA,99.9237823486328,101.749267578125,0.971279978752136,1.00443994998932,114.756820678711,120.277908325195,1.04987001419067,100.752082824707,97.5919570922852,53.36236,50.42344,57.3236885070801,NA,NA,86.159371,74.940183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2010,40.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.855,NA,NA,NA,77.57,70.997,NA,NA,NA,0,70.056,160.929,NA,NA,97.9729690551758,100.434776306152,48.90444,84.1296920776367,NA,102.97029876709,105.732948303223,0.986959993839264,1.01460003852844,117.757690429688,121.813781738281,1.05181002616882,100.190170288086,96.3099594116211,52.69355,50.23154,59.2105293273926,NA,NA,87.364546,74.605259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2011,39.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.858,NA,NA,NA,77.709,71.378,NA,NA,NA,160.9,68.648,155.019,NA,NA,NA,NA,48.36479,84.7682113647461,NA,104.37735748291,100,0.971710026264191,1.00871002674103,104.978561401367,107.715202331543,1.05606997013092,98.8285369873047,94.5088882446289,52.2369,50.31174,59.4696998596191,NA,NA,87.564546000000007,75.44261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2012,38.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.907,NA,NA,NA,77.899,71.685,NA,NA,NA,0,66.917,150.283,NA,NA,NA,NA,49.60621,84.7487001733102,NA,106.311790466309,106.724510192871,1.02507996559143,1.02155995368958,105.428016662598,102.776496887207,1.01760005950928,109.055122375488,108.898628234863,51.62574,49.6001,59.2792816162109,NA,NA,87.832281,76.128241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2013,36.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.944,NA,NA,NA,77.961,72.043,NA,NA,NA,0,66.304,144.893,NA,NA,98.3739776611328,89.8550720214844,48.39335,85.2791878172589,NA,104.354469299316,106.277366638184,0.978100001811981,NA,113.409687425435,116.512488436633,NA,NA,NA,50.91565,NA,NA,NA,NA,87.957506,76.899565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2014,34.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.944,NA,NA,NA,78.124,72.245,NA,NA,NA,0,64.901,141.756,NA,NA,98.3561630249023,104.378532409668,48.16626,87.0805369127517,NA,104.608291625977,106.937271118164,0.968640029430389,NA,114.785140991211,117.553191489362,NA,NA,NA,50.83083,NA,NA,NA,NA,88.205468,77.355967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
