iso3c,iso2c,country,sp_ado_tfrt,sh_hiv_incd_tl,sh_hiv_incd,sp_pop_dpnd,sp_pop_dpnd_yg,sh_hiv_artc_zs,sp_dyn_cbrt_in,sh_sta_brtc_zs,sh_xpd_chex_gd_zs,sh_xpd_chex_pc_cd,sh_xpd_chex_pp_cd,sp_dyn_cdrt_in,sh_xpd_ghed_gd_zs,sh_xpd_ghed_ch_zs,sh_xpd_ghed_ge_zs,sh_xpd_ghed_pc_cd,sh_xpd_ghed_pp_cd,sh_xpd_pvtd_ch_zs,sh_xpd_pvtd_pc_cd,sh_xpd_pvtd_pp_cd,sh_xpd_ehex_ch_zs,sh_xpd_ehex_pc_cd,sh_xpd_ehex_pp_cd,sp_dyn_tfrt_in,sh_imm_idpt,sh_imm_hepb,sh_imm_meas,sh_hiv_incd_yg_p3,sh_hiv_incd_zs,sh_hiv_incd_tl_p3,sh_tbs_incd,sp_dyn_le00_fe_in,sp_dyn_le00_ma_in,sp_dyn_le00_in,sh_mmr_risk_zs,sh_mmr_risk,sh_sta_brtw_zs,sh_sta_mmrt,sh_sta_mmrt_ne,sh_sta_traf_p5,sh_dyn_ncom_zs,sh_dyn_ncom_fe_zs,sh_dyn_ncom_ma_zs,sh_sta_pois_p5,sh_sta_pois_p5_fe,sh_sta_pois_p5_ma,sp_dyn_amrt_fe,sp_dyn_amrt_ma,sp_dyn_imrt_in,sp_dyn_imrt_fe_in,sp_dyn_imrt_ma_in,sh_dyn_nmrt,sh_dyn_mort,sh_dyn_mort_fe,sh_dyn_mort_ma,sm_pop_netm,sh_dth_imrt,sh_mmr_dths,sh_dth_nmrt,sh_dth_mort,sh_xpd_oopc_ch_zs,sh_xpd_oopc_pc_cd,sh_xpd_oopc_pp_cd,sh_sta_odfc_zs,sh_sta_odfc_ru_zs,sh_sta_odfc_ur_zs,sh_h2o_basw_zs,sh_h2o_basw_ru_zs,sh_h2o_basw_ur_zs,sh_sta_bass_zs,sh_sta_bass_ru_zs,sh_sta_bass_ur_zs,sp_pop_0014_to_zs,sp_pop_0014_fe_in,sp_pop_0014_fe_zs,sp_pop_0014_ma_in,sp_pop_0014_ma_zs,sp_pop_0014_to,sp_pop_0004_fe_5y,sp_pop_0004_ma_5y,sp_pop_0509_fe_5y,sp_pop_0509_ma_5y,sp_pop_1014_fe_5y,sp_pop_1014_ma_5y,sp_pop_1519_fe_5y,sp_pop_1519_ma_5y,sp_pop_1564_to_zs,sp_pop_1564_fe_in,sp_pop_1564_fe_zs,sp_pop_1564_ma_in,sp_pop_1564_ma_zs,sp_pop_1564_to,sp_pop_2024_fe_5y,sp_pop_2024_ma_5y,sp_pop_2529_fe_5y,sp_pop_2529_ma_5y,sp_pop_3034_fe_5y,sp_pop_3034_ma_5y,sp_pop_3539_fe_5y,sp_pop_3539_ma_5y,sp_pop_4044_fe_5y,sp_pop_4044_ma_5y,sp_pop_4549_fe_5y,sp_pop_4549_ma_5y,sp_pop_5054_fe_5y,sp_pop_5054_ma_5y,sp_pop_5559_fe_5y,sp_pop_5559_ma_5y,sp_pop_6064_fe_5y,sp_pop_6064_ma_5y,sp_pop_65up_to_zs,sp_pop_65up_fe_in,sp_pop_65up_fe_zs,sp_pop_65up_ma_in,sp_pop_65up_ma_zs,sp_pop_65up_to,sp_pop_6569_fe_5y,sp_pop_6569_ma_5y,sp_pop_7074_fe_5y,sp_pop_7074_ma_5y,sp_pop_7579_fe_5y,sp_pop_7579_ma_5y,sp_pop_80up_fe_5y,sp_pop_80up_ma_5y,sp_pop_grow,sp_pop_totl_fe_in,sp_pop_totl_fe_zs,sp_pop_totl_ma_in,sp_pop_totl_ma_zs,sp_pop_totl,sh_hiv_1524_fe_zs,sh_hiv_1524_ma_zs,sh_dyn_aids_zs,sh_anm_chld_zs,sh_anm_nprg_zs,sh_prg_anem,sh_anm_allw_zs,sh_sta_owgh_me_zs,sh_sta_stnt_me_zs,sn_itk_defc_zs,sp_pop_brth_mf,sh_sta_suic_p5,sh_sta_suic_fe_p5,sh_sta_suic_ma_p5,sp_dyn_to65_fe_zs,sp_dyn_to65_ma_zs,sh_alc_pcap_li,sh_alc_pcap_fe_li,sh_alc_pcap_ma_li,sh_tbs_dtec_zs,sh_tbs_cure_zs,sh_dyn_aids_fe_zs,sh_hiv_incd_yg
GRD,GD,Grenada,29.088,NA,NA,46.370277864502,28.4558226662504,NA,11.711,100,4.65330839,526.3918457,880.317032463419,8.859,2.10270882,45.187397,7.27203751,237.86276908,397.79232821304703,52.1304512,274.41045675,458.913241891628,2.68215346,14.11863781,23.6114538942754,1.487,93,86,83,NA,NA,NA,1.7,78.359,72.364,75.205,0.068962986844601,1450,NA,48,208.2,8,17.1,16.3,17.8,1.69,0.97,2.39,105.663,159.659,16.7,15.3,18,12.4,18.3,16.7,19.7,-192,23,1,17,25,48.48131943,255.20171825,426.789304009365,3.54109589041093,NA,NA,95.6286504435547,NA,NA,92.6192396904393,NA,NA,19.4411620416782,11170,19.1096968452748,11616,19.7709150632707,22786,5.78166700882776,5.96624996808809,6.08704578115377,6.2998357600565,7.24098405529323,7.50482933512607,7.18623828098269,7.44696241202951,68.3194334833522,39432,67.459624991446,40644,69.1748006569598,80075,7.01344693081503,7.23166341874377,7.60025319920619,7.86479563615321,8.47618558817492,8.72003472015386,9.1108944090878,9.18807600990545,7.21959898720318,7.17379649564721,5.23592007116951,5.56543642722809,5.02634640388695,5.32886282986274,5.1948607404366,5.27099590676617,5.39588038048313,5.38417680046974,12.2394044749696,7851,13.4306781632793,6495,11.0542842797696,14345,4.365975501266,4.30427789738833,2.99904194894957,2.8907932023385,2.21891466502429,1.74111359787594,3.84674604803942,2.11809958216677,0.107559936614412,58452,49.870741508613,58755,50.129258491387,117207,NA,NA,NA,23.6,20.7,26.1,20.9,NA,NA,NA,1.04,1.3,0.68,1.92,82.974558,74.084587,7.33,2.98,11.73,100,0,NA,NA
GTM,GT,Guatemala,68.269,1400,1300,57.2981463861187,49.6702323977954,78,20.809,69.6,6.80241346,392.01223755,935.351381407763,4.829,2.43609333,35.81219101,17.7543602,140.38817208,334.969829292155,61.21704483,239.97830929,572.594486435764,2.97076392,11.64575743,27.7870800800501,2.311,81,81,90,0.13,0.13,0.1,28,74.877,70.312,72.602,0.229518594848037,436,14.49437989,94,84,22.9,14.6,16.4,12.4,0.82,0.49,1.14,123.436,201.633,17.9,15.8,19.8,10,21.4,19.1,23.5,-7725,6708,350,3771,8055,57.18184662,224.15982606,534.851174117808,0.991336482432204,1.40107269859391,0.635811330851567,93.1845373918033,89.1586192327372,96.6777935468487,71.1696950985045,59.9019930605465,80.9465949241948,31.5771277741567,2862513,30.8554614942836,2949687,32.3104916963617,5812199,9.84712144913189,10.3466123120877,10.6282218884039,11.13071245853,10.3801181567478,10.833166925744,10.0798864481057,10.4779547278614,63.5735372758947,5923101,63.8460034355312,5778473,63.2966546542843,11701574,9.89280888305569,10.2356386234005,9.19928905027914,9.43871696845865,8.16028663057519,8.31698011357195,6.88895576753596,6.95670624045438,5.74814426126594,5.64135967798242,4.60157668805825,4.3265279475476,3.67744229704582,3.27607889899554,3.0538198726163,2.57565538939869,2.54379353699319,2.05103606661313,4.84933494994855,491554,5.29853507018521,401032,4.39285364935403,892586,2.0371302966595,1.70562758518252,1.47481968635256,1.25270136203745,0.970484742757704,0.803395393962072,0.816100344415451,0.631129308171994,1.54129399660934,9277168,50.401972492224,9129191,49.598027507776,18406359,0.1,0.1,0.2,9.8,10,20.8,10.5,3.7,44.6,11.8,1.039,4.94,2.81,7.1,80.316149,71.657858,1.54,0.59,2.53,89,85,36.0607039325456,500
GUY,GY,Guyana,69.927,560,500,55.9953375228056,45.4891847046722,69,20.287,97.6,2.46673751,505.03240967,1331.13608960325,7.32,1.73029017,70.1448822,7.31209755,354.25441944,933.723899986413,28.61799622,144.53016813,380.944498772975,1.23711646,6.24783918,16.4677035626772,2.412,98,98,99,0.55,1.2,0.69,67,73.944,66.507,70.18,0.180420455984603,554,17.16307383,75,160,22.3,25.4,23.9,27.1,0.074,0.11,0.039,143.802,265.074,23.8,20.8,26.8,15.6,25.7,22.5,28.9,-5407,401,13,262,434,26.32743073,132.96206803,350.45395032385,0.0132260452642441,0,0.048418674003365,95.6442641595321,95.7063160498942,95.4791569543217,91.3087218189458,90.5910070752564,93.218462705749,29.1605627091765,119373,27.9889004297742,122976,30.3957032355496,242350,9.47648668356377,10.2971327303264,9.4512817025906,10.2573387199429,9.06113204361986,9.84123178528042,8.30791342616582,9.06277690513825,64.1045186030576,274817,64.435068452039,257947,63.7560602446714,532764,8.27204029045517,8.99455860162364,8.90509562652549,9.28485714321024,7.79595923123636,7.56568174431236,6.07041451056616,5.63023454985188,5.61578699329196,5.20040980415662,5.58694780575987,5.20238714628748,5.22856814606228,4.87538419139683,4.69680166376321,4.33940089005113,3.95554075821272,3.60036926864294,6.73491868776595,32312,7.57603111818674,23661,5.84823651977898,55973,3.00830240350009,2.55163643598911,2.01921205712504,1.56877381306949,1.29295690768881,0.971616489550365,1.2555597498728,0.756209781170018,0.571243951310838,426503,51.3186946733615,404584,48.6813053266385,831087,0.4,0.2,1.6,29.3,37.8,31.9,37.5,5,7.1,2.5,1.037,24.78,10.35,39.95,77.170975,61.64597,5.04,2.09,8.23,77,77,50.5718604807379,100
HTI,HT,Haiti,49.775,5800,4400,55.9912955357223,48.6515580105929,87,22.2,41.6,3.19156528,54.4146843,104.722015033974,7.817,0.29809323,9.34003258,4.56377077,5.08234898,9.78107005813407,59.09884644,32.15845032,61.889503575513,31.56112099,17.17388403,33.0514420512282,2.656,60,60,77,0.61,0.7,0.5,175,68.3,61.729,64.936,0.846500703616184,118,NA,328,529,18.8,31.6,33.6,29.2,0.49,0.42,0.55,167.358,281.279,40.3,35.9,44.4,23.3,55.1,49.8,59.9,-31747,10367,850,6027,14233,52.40410995,28.51553042,54.8786401249201,17.5339967263712,31.455294289658,8.11933943638795,73.3157500565915,54.748614962214,85.4523037961085,29.1081189443114,24.0578248724117,32.4092831794399,31.1886406665943,1821080,30.6207995996772,1850620,31.768358877981,3671700,10.2398422383908,10.6659575826782,10.2459123207707,10.6237198207286,10.1350450405157,10.4786814745743,9.72639061635885,10.0312410091332,64.1061410872761,3808956,64.0461958491062,3737976,64.167340159125,7546932,9.22108568383682,9.43101159826112,8.63522184637782,8.7737298801996,8.05092176975354,8.13509079960092,7.09375721452831,7.13046550288085,5.97191855462763,5.97019306631217,5.0245569302265,4.97900900820482,4.13761868818626,4.01990024300661,3.41619528245304,3.21418124488873,2.76852926275739,2.48251780663705,4.70521824612954,317164,5.33300455121661,236760,4.06430096289394,553925,2.15635893254659,1.80529739298336,1.53380556668591,1.17034907394501,0.948900163286897,0.663495930549137,0.693939888697221,0.425158565416431,1.15472671204546,5947201,50.5174959016975,5825356,49.4825040983025,11772557,0.7,0.4,1.6,60.1,46,45.5,45.9,3.9,21.6,54.2,1.03,7.81,5.06,10.61,71.881031,57.608757,3.11,1.25,5.02,54,82,62.0508915832007,1400
HND,HN,Honduras,82.079,500,500,53.9383402159092,47.1377788786992,74,21.963,94.1,7.70976162,249.15301514,553.468796775363,4.478,2.46127725,31.92416763,9.42858696,79.54002834,176.690313388573,57.99752426,144.50258125,320.998205563018,10.07830715,25.11040611,55.7802859394774,2.5,75,75,79,0.1,0.1,0.1,38,75.501,70.346,72.884,0.120452335395474,830,13.09450185,47,65,16.1,17.8,17.1,18.6,0.51,0.24,0.78,111.772,175.428,13.3,11.7,14.7,8.8,15.5,13.8,17.1,-4821,3091,110,2063,3605,53.06166458,132.20473647,293.679758564536,3.41072044839907,6.96979050125697,1.11778925074671,95.7293716551666,90.3166849087778,99.2164936563071,87.6717912057898,82.6370943215188,90.9153933645441,30.6212062800353,1618436,30.1063212454703,1696524,31.1290783962545,3314961,10.3854606712959,10.7337071949243,9.99831371943174,10.3347598251512,9.7225468547426,10.060611376179,9.6487151109434,9.9749319583036,64.9610715830154,3491646,64.9519651865377,3540846,64.9700539471156,7032493,9.63703299073531,9.91783069512164,9.02357286299282,9.22238611720035,8.09170985222211,8.22324245266072,7.13935662583164,7.19447475553522,6.27830251724578,6.27852425528448,5.25419168145611,5.16493953082652,4.09574576432457,3.88065652507621,3.2233536744221,2.89579735069956,2.55998410636384,2.21727030640736,4.41772213694935,265653,4.94171356799203,212596,3.90086765662985,478249,1.99892610063756,1.69935891354939,1.44957811827272,1.1747685811675601,0.831681389145469,0.631939606239818,0.66152795993628,0.394800555673089,1.68469129774697,5375736,49.6571539049242,5449967,50.3428460950758,10825703,0.1,0.1,0.2,26.2,18.5,24.8,18.8,4.2,17.9,14.8,1.051,2.97,0.95,4.97,82.222568,72.441047,3.08,1.18,4.98,65,84,41.2209084574399,100
JAM,JM,Jamaica,36.541,1100,910,36.8213630495345,25.5888760862745,54,11.623,99.7,7.60493946,520.15704346,868.617475019533,8.076,4.8935523,64.34702301,15.85596371,334.70554084,558.929469626928,33.06300735,171.97954547,287.191051262845,2.58997226,13.47192155,22.4969504495466,1.358,99,99,94,0.56,0.57,0.4,2.3,73.994,68.975,71.479,0.166743619411278,600,13.68120587,130,136.9,15.1,20.2,18.3,22.6,0.099,0.099,0.098,123.329,201.452,18.3,16,20.6,14.5,19.3,16.8,21.7,-10506,609,43,480,643,20.2454052,105.30789053,175.855121052794,0.57497685489874,0.362147920243458,0.730606277799767,87.5562621347732,84.09137021796,90.0899337654479,91.6264600288818,93.8730282652242,89.9836724174635,18.7023871371085,260777,18.1699953909168,270216,19.2466267867693,530994,5.59047302850211,5.91934061057768,5.92011131475927,6.27105865493134,6.65941104765541,7.05622752126031,7.62035089650675,8.0631254827843,73.0880097211338,1042316,72.624658629977,1032781,73.5616722775595,2075097,8.02234795686623,8.48065711016403,8.89197709463322,9.38452547445076,8.99917398818779,9.47786822396989,8.12330882703884,8.52795171961134,7.44438355515345,7.7648987813447,6.50535688343757,6.61910851797996,6.08768266932458,5.8251787526118,5.73895309360759,5.07879289056604,5.191123665221,4.3395653240767,8.20960314175773,132116,9.20534597910619,100969,7.19170093567114,233085,3.83125251052198,3.09498345935139,2.36947985642514,1.86404153093505,1.57861970673968,1.23603464615049,1.42599390541938,0.996641299234205,-0.0215180207209529,1435209,50.5502126498014,1403966,49.4497873501986,2839175,0.4,0.4,1.1,23.6,21.4,26.6,21.5,5.1,6.9,7.7,1.039,1.69,0.42,2.99,79.909217,69.28309,3.1,1.22,5.03,74,38,48.2095708290971,500
MEX,MX,Mexico,60.099,22000,21000,48.7167150891959,36.4497124764113,65,15.706,96.6,5.50398684,760.98840332,1367.99293806662,6.161,2.67641234,48.62679672,9.36070919,370.04429147,665.211155153854,51.37320328,390.94412931,702.781807084207,0,0,0,1.91,78,78,80,0.39,0.3,0.16,28,77.811,72.243,75.069,0.075514952353871,1324,10.15384708,42,38.21,12.8,16.3,13.8,19.1,0.39,0.22,0.57,96.938,196.81,10.8,9.6,11.8,7.6,12.5,11.2,13.6,-104581,22018,860,15479,25584,41.23572922,313.79911595,564.101858128008,0,0,0,99.5413676283293,97.4714408075458,100,92.9912822357176,89.24084864334,93.8222609029076,24.5094927322392,15755315,23.3753441154888,16318054,25.7140899766434,32073369,7.44706414005151,8.19662768017059,7.71859029038065,8.49221819621245,8.20968968505667,9.02524410026035,8.14532606260695,8.91238170816762,67.2419370882573,45671216,67.7600127071494,42322260,66.6916807517478,87993476,8.16010393963914,8.79728324706845,7.91027391749436,8.2975344305777,7.85736480030311,7.93908579287792,7.34021328658219,7.15690129055376,6.88240102097542,6.30138113110739,6.40400313779707,5.72405379928452,5.86256727175821,5.29344348008606,5.03893856727989,4.55677929163729,4.15882070271301,3.71283658038707,8.24857017950351,5974896,8.86464317736181,4819266,7.59422927160879,10794162,3.20376970653752,2.82249583120468,2.33649949280747,2.0150590344279,1.61260161450291,1.34070773868973,1.71177236351391,1.41596666728648,0.860515443690537,67401427,51.5061197717973,63459580,48.4938802282027,130861007,0.1,0.3,0.5,21.7,12.7,25.7,13.2,7.4,13.1,2.7,1.039,6.95,2.6,11.56,84.366997,72.691878,4.79,1.9,7.9,75,69,17.7616615339214,8700
NIC,NI,Nicaragua,93.452,NA,NA,52.1895509332864,43.768001452329,NA,19.376,94.1,8.29879284,216.55238342,688.670661909422,4.586,4.76571131,57.42655945,18.28967285,124.35858312,395.479868555754,39.16247177,84.80726728,269.700458755826,3.41096878,7.38653406,23.4903409608271,2.218,89,89,85,NA,NA,NA,43,77.418,72.305,74.947,0.134998722202064,741,10.09621863,60,31.2,16.9,12.6,12,13.3,0.14,0.069,0.22,92.041,165.764,10.3,9.1,11.4,8.4,13.4,12,14.8,-8189,1360,80,1112,1780,37.6333313,81.49587299,259.169703699766,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.758876248809,979522,27.8733998409872,1009482,29.673562941336,1989004,9.16985802101314,9.77412269259684,9.32571221410843,9.92796059327608,9.3778296058656,9.97147965546307,9.14604024492755,9.70913069901667,65.7075381432084,2310790,65.7561133714759,2233635,65.6573605049446,4544425,8.70337677445277,9.21465068273193,8.53417665903473,8.97600866559914,8.23750733456605,8.42584012292923,7.5036096593745,7.32210793344714,6.61377242271459,6.22988382423943,5.62153582256127,5.34565761036109,4.64593182709376,4.43316825680509,3.76730630342993,3.44926413689765,2.98285632332076,2.55164857291721,5.5335856079826,223871,6.3704867875369,158840,4.66907655371944,382711,2.30461882736865,1.85572571085912,1.80504310818279,1.35422032756141,1.13889946508177,0.809945450523706,1.12192538690369,0.649185064775207,1.34687135560209,3514183,50.8113269556902,3401957,49.1886730443098,6916140,NA,NA,NA,20.9,NA,NA,NA,NA,NA,17.3,1.035,4.24,1.68,6.9,84.267358,75.252142,3.67,1.43,6.05,70,86,31.1739893525073,NA
PAN,PA,Panama,57.342,1500,1400,52.086689450372,37.861850181925,67,16.029,95,8.33022976,1557.81286621,3318.24774938406,4.771,4.26657534,51.21797943,19.84910965,797.88028463,1699.53948057323,48.02045059,748.06874558,1593.43750157033,0.7615695,11.86382807,25.2707637865357,2.119,72,72,93,1,0.63,0.33,63,82.557,76.654,79.594,0.0730352288673397,1369,10.2837361,37,59.45,13.9,10.9,9.4,12.5,0.2,0.057,0.35,65.275,116.489,10.6,9.7,11.4,6.6,13.3,12.1,14.4,6706,757,26,472,952,40.45503235,630.21370558,1342.39821996142,3.07785536129718,9.7582327605885,0.199542812343623,95.2628238815705,87.7858096099039,98.484379,89.0540402475148,70.7652335325983,96.9339725439645,24.8949248346335,547738,24.2622443964726,576412,25.5274847891068,1124149,7.67680432109962,8.08408844361844,8.30626333982039,8.77250633136751,8.27917673555257,8.67089001412088,7.94419317909251,8.28563817549441,65.7519625952564,1478283,65.4810574273662,1490798,66.0228161736685,2969081,7.76096547908629,8.05151542059169,7.58730557388276,7.78893832538346,7.34523150630533,7.46181305741997,7.06149766552451,7.15328829206863,6.58441463810591,6.62456900531819,6.06429868174835,6.04855129763971,5.73826278524265,5.63681588624641,5.11936820661653,4.93373903096253,4.27551971176132,4.03794768254345,9.35311257011009,231552,10.2566981761613,190795,8.4496990372247,422347,3.34405502190737,3.09047350900918,2.59417910424622,2.27659080245004,1.86279649366898,1.51120226341545,2.4556675563387,1.57143246235004,1.26624987466078,2257573,49.9952387026594,2258004,50.0047612973406,4515577,0.3,0.7,1.1,16,25.4,27.5,25.5,10.9,14,5.7,1.054,3.29,0.99,5.59,88.907485,82.559842,4.66,1.82,7.55,77,75,28.3756995587551,720
PRY,PY,Paraguay,70.332,1200,1100,54.1439537929832,44.0665565058924,58,19.985,92.2,8.35731316,526.5098877,1469.44739737129,5.703,4.63161516,55.41991043,21.56653404,291.79130718,814.366406484119,44.54848862,234.55218872,654.616564520033,0.03160404,0.1663984,0.464404741827006,2.422,80,80,90,0.27,0.3,0.18,81,76.953,70.886,73.844,0.141295781917901,708,9.960016952,58,84.6,22,16.1,13.8,18.6,0.17,0.13,0.21,96.392,178.648,15.1,13.6,16.6,9.1,17,15.3,18.6,-12451,2072,80,1242,2332,36.32289886,191.24366365,533.745904342601,0.341820225590154,0.936211704110001,0,99.6035956651355,99.1112275316309,99.8867485356581,95.9347586765151,96.2566894257423,95.7496277109764,28.5879240940415,968075,28.0192368417473,1012826,29.1534882542782,1980901,9.56070803293858,9.95346729930722,9.57170646797704,9.95958396322978,8.88682234083166,9.24043699174121,8.31695868958857,8.62302813147287,64.8744298184785,2234854,64.6839527333571,2260394,65.0638608497816,4495248,8.22988292165902,8.48352501758721,8.52727481644915,8.72637816353858,8.26464376503059,8.40416670024835,7.58281315077089,7.68228522018263,6.38886066922004,6.43976769917873,5.1021305994697,5.10132649571862,4.51209350290605,4.44102902724031,4.19630817267659,3.97406131516622,3.56298644558655,3.18829307944812,6.53764608747996,252107,7.29681042489559,200896,5.78265089594015,453004,2.66081086830619,2.29943387037163,1.91892301008643,1.60351582963839,1.34513754845462,1.03868149480328,1.37193899804836,0.841019701126848,1.23438951533718,3455037,49.8623280507733,3474116,50.1376719492267,6929153,0.1,0.2,0.5,27.9,23,27.8,23.2,15.4,3.2,5.2,1.05,6.36,4.69,8.01,83.844377,72.421355,5.62,2.37,8.88,72,70,32.3440692480211,500
PER,PE,Peru,43.562,6500,6000,49.6973010705299,35.8830504436385,80,15.944,94.9,5.63786411,445.52667236,956.47844506314,5.491,3.58431911,63.57583237,15.95128155,283.24729748,608.089135561944,36.42416763,162.27939061,348.389323503683,0.19733442,0.72616578,1.39977757841205,1.98,80,80,89,0.12,0.33,0.19,139,80.123,75.413,77.74,0.09636409998616,1038,7.471594891,51,87.4,13.6,12.3,12.8,11.7,0.77,0.46,1.07,92.646,136.882,13.5,12.1,14.9,7.8,15.8,14.2,17.3,18406,7305,280,4188,8536,26.98286247,120.21585279,258.085265604731,1.92261914327498,7.23764618723544,0.521580796551802,95.6370823826383,87.3429804226527,97.8234063485407,78.7732036574365,61.0156539030374,83.4540870954899,23.9704046258316,4027361,23.4145036039668,4174795,24.532274419535,8202157,7.6607923351961,8.03622069527695,7.73535796662886,8.10273726603878,8.01835330214179,8.39331645821928,8.29607256182725,8.62942839527443,66.8014725356409,11475213,66.7152521061644,11382814,66.8886187235729,22858026,8.07606746714378,8.24490802561401,8.1400431568468,8.02996539340178,8.1007705483459,7.88826767450382,7.58782551462015,7.47715713012744,6.73771743355277,6.689033165969,6.06461224897834,6.12612651258429,5.38084154252457,5.50373425949801,4.51796332310453,4.58070849623366,3.81333830922031,3.71928967036645,9.22812283852747,1697710,9.87024428986883,1459955,8.57910685689209,3157665,3.16433737850891,2.9739420988809,2.54394353441907,2.2858442019081,1.8395132847665,1.5898632730278,2.32245009217435,1.7294572830753,1.0937871324756,17200284,50.2669951657977,17017564,49.7330048342023,34217848,0.1,0.1,0.4,29.6,20.7,28.8,21,9,10.6,6.9,1.041,1.54,0.81,2.28,85.354044,79.769845,6.45,2.99,10.04,64,85,22.391668653165,690
PRI,PR,Puerto Rico (US),14.076,NA,NA,57.102662014672,18.2689695151796,NA,5.8,99.8,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,0.55,85.243,78.032,81.69,0.00874760963215272,11432,NA,11,31.4,NA,10.1,7.4,13.1,0.27,0.3,0.24,39.323,109.459,NA,NA,NA,NA,NA,NA,NA,11561,NA,2,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,100,NA,NA,11.6286791330835,181243,10.6924166664481,191258,12.6809181597632,372501,2.73907768511127,3.24394133582609,3.47497931542584,4.13706430858794,4.47835966591098,5.29991251534912,5.29064631753379,6.28657954012093,63.6526418448685,1060535,62.5661811656861,978447,64.8736844139429,2038982,6.02089411567216,7.0390261461521,6.12817120969568,6.76576353203474,5.77457355096507,6.04214002326155,5.67612692678375,5.748078924191,6.14061546917627,6.10473199923881,6.50659910045782,6.50170465692817,6.65639650966208,6.71204775987216,7.08183280918812,6.86428611902564,7.29032515655141,6.80932571311782,24.718679022048,453283,26.7414021678658,338529,22.4453974262939,791812,6.99466470589435,6.36705493780598,6.32590961853828,5.56800007336788,5.51475956204367,4.72020797174812,7.90606828138948,5.79013444337195,-0.0155140706220036,1695061,52.9161807573431,1508234,47.0838192426569,3203295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.052,5.42,1.85,9.41,92.934791,83.100827,NA,NA,NA,76,81,NA,NA
SXM,SX,Sint Maarten (Dutch part),17.156,NA,NA,40.9985363473736,21.3400552935437,NA,9.126,NA,NA,NA,NA,8.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447,NA,NA,NA,NA,NA,NA,6.9,79.531,73.698,76.371,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,61.785,110.607,NA,NA,NA,NA,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,0.13137985504364,NA,0.13137985504364,99.3111793297519,NA,99.3111793297519,98.7810265603988,NA,98.7810265603988,15.1359269212581,3029,13.6104246236801,3533,16.7452774288355,6561,3.89126039092339,4.58865634851035,4.18782296113233,5.35659263824038,5.53134127162435,6.8000284420848,5.86834419231633,6.89957573890166,70.9219040149479,16170,72.6600763873287,14575,69.0881941646323,30745,5.34711300831274,5.41821715531748,5.57178162210739,5.41584698158375,6.84565266232307,5.85432912232467,7.82745450460571,6.62700575952217,7.80948101550213,6.95645990851129,8.01617614019321,7.6058875115546,8.64974163109414,8.06333104216539,9.25859357447765,8.65113412813159,7.46573803639631,7.59640681661966,13.942169063794,3055,13.7294989889912,2989,14.1665284065322,6044,5.58750842507302,5.67656609229456,4.03055493147607,4.32319689033206,2.3612671309818,2.65222440804911,1.75016850146035,1.51454101585646,1.39608999302398,22254,51.3367627044359,21096,48.6632372955641,43350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.039,NA,NA,NA,89.217237,80.587461,NA,NA,NA,100,100,NA,NA
KNA,KN,St. Kitts and Nevis,35.183,100,100,41.6706992499395,25.7682071134769,NA,11.745,100,5.73595428,1294.88391113,1935.96955077211,9.963,3.11200881,54.25442505,7.18737888,702.53182137,1050.34918476739,45.74557114,592.35205191,885.62037464983,0,0,0,1.505,97,97,95,0.68,0.49,0.26,1.1,76.023,68.573,72.145,0.0972577936795513,1028,NA,74,207.9,NA,NA,NA,NA,NA,NA,NA,103.779,215.46,14.3,12.8,15.7,10.3,16.3,14.6,17.9,-7,8,0,6,9,41.80017853,541.26376972,809.238730505653,1.31996609078527,NA,NA,98.6118541324065,NA,NA,94.9535945166888,NA,NA,18.1894840210917,4268,17.47542997543,4253,18.9671319627169,8520,5.63472563472564,6.32609374303171,6.08517608517609,6.61374481559113,5.75552825552826,6.02729340409401,6.63390663390664,6.61597466886679,70.5847191682855,17228,70.5487305487305,15836,70.6239129465281,33064,6.82637182637183,6.92146456763145,7.6023751023751,7.55251304464166,7.67199017199017,7.92935824822727,8.45618345618346,8.30620345181287,8.01187551187551,7.36520536948669,6.78951678951679,7.08647371002988,6.54381654381655,6.57806716318066,6.11998361998362,6.40190875440396,5.89271089271089,5.86674396824689,11.2257968106227,2925,11.9758394758395,2334,10.408955090755,5258,5.33988533988534,4.74735762386835,2.98935298935299,2.96124515006913,1.56633906633907,1.4494046291754,2.08026208026208,1.25094768764215,0.181622041143753,24420,52.1315884977478,22423,47.8684115022522,46843,0.1,0.5,0.8,20.4,19.3,24.9,19.4,NA,NA,NA,1.037,NA,NA,NA,83.253015,67.79073,4.69,1.93,7.67,100,100,NA,100
