iso3c,iso2c,country,year,se_sec_uner_lo_zs,se_prm_uner_zs,se_xpd_totl_gd_zs,se_xpd_totl_gb_zs,sl_tlf_totl_fe_zs,sl_tlf_totl_in,se_sec_cmpt_lo_fe_zs,se_sec_cmpt_lo_ma_zs,se_sec_cmpt_lo_zs,se_sec_ages,sh_dth_1014,sh_dth_1519,sh_dth_2024,sh_dth_0509,se_prm_oenr_zs,se_prm_oenr_fe_zs,se_prm_oenr_ma_zs,sp_pop_0014_to_zs,sp_pop_1564_to_zs,se_pre_durs,se_prm_cmpt_fe_zs,se_prm_cmpt_ma_zs,se_prm_cmpt_zs,se_prm_durs,se_prm_enrl,se_prm_enrl_fe_zs,se_prm_tchr,se_prm_tchr_fe_zs,se_prm_ages,sh_dyn_1014,sh_dyn_1519,sh_dyn_0509,sh_dyn_2024,se_pre_enrr,se_pre_enrr_fe,se_pre_enrr_ma,se_prm_enrr,se_enr_prim_fm_zs,se_enr_prsc_fm_zs,se_prm_enrr_fe,se_prm_enrr_ma,se_prm_priv_zs,se_sec_enrr,se_enr_seco_fm_zs,se_sec_enrr_fe,se_sec_enrr_ma,se_sec_priv_zs,se_sec_durs,se_sec_enrl_gc,se_sec_enrl_gc_fe_zs,se_sec_enrl,se_sec_enrl_fe_zs,se_sec_tchr,se_sec_tchr_fe_zs,se_sec_tchr_fe,sl_uem_totl_fe_zs,sl_uem_totl_ma_zs,sl_uem_totl_zs
BRB,BB,Barbados,2023,1.35496183206107,14.4829702362688,3.7754499912262,12.4731502532959,49.5358878208514,151472,98.1481481481482,86.0527732902531,91.9758175322891,11,3,7,13,2,NA,NA,NA,17.4867887906608,66.4197976878613,5,93.3087783916513,91.0332541567696,92.1521279806822,6,17209,NA,1628,77.0884520884521,5,1.1,2.1,0.5,3.4,NA,NA,NA,88.0075687838805,NA,NA,86.396255850234,89.5663547640608,13.6963195800781,102.513702392578,NA,104.055282592773,101.039749145508,7.31299018859863,5,NA,NA,18515,NA,1256,64.7292993630573,813,6.896,6.191,6.54
BRB,BB,Barbados,2024,2.25571315996848,17.5962132125952,3.55593188106322,11.8397173396086,49.7376373535937,151889,102.002355712603,92.8286852589641,97.3371924746744,11,NA,NA,NA,NA,NA,NA,NA,17.2412755449742,66.2085018630462,5,89.1156462585034,81.5789473684211,85.2842809364548,6,16314,NA,1592,76.7587939698493,5,NA,NA,NA,NA,NA,NA,NA,83.9370240790286,NA,NA,83.0403850177862,84.8046163190929,12.9336795806885,104.371182990274,NA,106.336565096953,102.483370288248,7.94820022583008,5,NA,NA,18457,NA,1244,65.3536977491961,813,6.802,6.097,6.448
BRB,BB,Barbados,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,CL,Chile,2000,NA,NA,3.75707006454468,16.4279098510742,34.2107714810822,6343733,NA,NA,NA,12,323,675,1035,295,NA,NA,NA,26.8137246523154,65.0094026336404,NA,NA,NA,NA,6,1798515,48.50807,55808,77.6071472167969,6,1.1,2.6,1,4.1,78.970573425293,78.9241485595703,79.0153274536133,101.363563537598,0.976080000400543,0.995980024337769,100.117050170898,102.566566467285,NA,86.9013595581055,1.02253997325897,87.8805084228516,85.9542007446289,NA,6,1013325,50.74295,1391283,49.72374,47398,63.2368507385254,29973,12.487,9.453,10.491
CHL,CL,Chile,2001,NA,NA,NA,NA,33.8682924564894,6355065,NA,NA,NA,12,317,675,1022,280,NA,NA,NA,26.3463770914907,65.2900031108435,NA,NA,NA,NA,6,NA,NA,NA,NA,6,1.1,2.5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,11.936,9.598,10.39
CHL,CL,Chile,2002,NA,NA,4.04881000518799,17.4505996704102,33.9199666578434,6411103,NA,NA,NA,12,311,678,1010,266,NA,NA,NA,25.8357973746314,65.6133521373902,NA,NA,NA,NA,6,1753952,48.50452,53267,77.3424377441406,6,1.1,2.5,1,3.9,77.8390426635742,77.6804122924805,77.9919586181641,101.286972045898,0.976230025291443,0.994989991188049,100.046798706055,102.483551025391,46.5056114196777,89.4216384887695,1.01757001876831,90.2218780517578,88.6479873657227,48.2128486633301,6,1101380,50.55203,1496937,49.59507,45981,63.1282501220703,29027,11.812,9.324,10.168
CHL,CL,Chile,2003,NA,NA,3.91868996620178,17.6372203826904,34.8422913773609,6589050,NA,NA,NA,12,303,678,991,252,NA,NA,NA,25.2821954836554,65.985591102614,NA,NA,NA,NA,6,1713538,48.47193,50261,77.1015319824219,6,1,2.5,0.9,3.8,75.2195434570313,74.848503112793,75.5771865844727,101.061790466309,0.975059986114502,0.992900013923645,99.7633819580078,102.314422607422,NA,90.6209564208984,1.01298999786377,91.2260513305664,90.0361328125,NA,6,1170288,50.63899,1557120,49.47685,NA,NA,NA,12.037,8.55,9.765
CHL,CL,Chile,2004,NA,NA,3.54307007789612,17.0210494995117,35.8968070829842,6752634,NA,NA,NA,12,294,677,971,240,NA,NA,NA,24.6970568910984,66.3923367432963,NA,NA,NA,NA,6,1755997,47.93123,64334,78.0877914428711,6,1,2.4,0.9,3.7,77.7339477539063,77.5244979858398,77.9358215332031,105.627876281738,0.954299986362457,0.982309997081757,103.114356994629,108.05248260498,50.166259765625,91.0151062011719,1.01418995857239,91.6760330200195,90.3764572143555,51.1916198730469,6,1210611,50.60238,1594966,49.49968,63311,62.7853012084961,39750,13.023,8.56,10.162
CHL,CL,Chile,2005,NA,NA,3.28016996383667,16.199089050293,36.5086332469467,6916575,NA,NA,NA,12,283,677,956,227,NA,NA,NA,24.0937067006998,66.8165157914712,NA,NA,NA,NA,6,1720951,47.96191,66060,78.0684204101562,6,1,2.4,0.9,3.6,81.8095779418945,82.1561584472656,81.4755477905273,105.35050201416,0.955619990825653,0.983070015907288,102.915649414062,107.698928833008,51.0707702636719,92.0045623779297,1.01298999786377,92.6120986938477,91.4176177978516,52.1726608276367,6,1232426,50.51727,1630099,49.46203,65813,62.5712203979492,41180,12.289,7.645,9.34
CHL,CL,Chile,2006,NA,NA,3.04014992713928,16.2312793731689,36.8002736010483,7184183,NA,NA,NA,12,274,682,952,216,NA,NA,NA,23.4879085106181,67.2458792583733,NA,NA,NA,NA,6,1694765,47.95326,65852,78.1282272338867,6,1,2.4,0.8,3.6,81.9105377197266,82.9626922607422,80.8965835571289,105.66822052002,0.955340027809143,0.986660003662109,103.212860107422,108.036178588867,52.9295806884766,91.9973297119141,1.02031004428864,92.9499893188477,91.0771484375,53.6706809997559,6,1238448,50.56264,1633868,49.64153,66927,62.6204681396484,41910,11.766,7.427,9.024
CHL,CL,Chile,2007,2.64762997627258,3.35179996490479,3.2331600189209,16.7464103698731,37.3253722156341,7369317,NA,NA,NA,12,263,699,970,206,6.05318,5.06629,6.95815,22.9216899981378,67.6369016122976,NA,NA,NA,NA,6,1679017,47.83466,66862,78.3973007202148,6,0.9,2.4,0.8,3.6,84.018440246582,85.7048568725586,82.3933181762695,106.517280578613,0.950900018215179,0.986729979515076,103.789070129395,109.148178100586,54.8618583679199,91.5507965087891,1.0255800485611,92.7402114868164,90.4021301269531,54.6031303405762,6,1222710,50.64234,1611631,49.76698,67970,62.8571395874023,42724,10.893,6.958,8.427
CHL,CL,Chile,2008,3.19975996017456,3.23663997650146,3.79189991950989,17.4011306762695,38.238342104403,7648250,NA,NA,NA,12,254,723,1009,195,5.9122,4.86342,6.87139,22.4201537527077,67.9618306040719,NA,NA,NA,NA,6,1656810,47.76884,67240,78.0458068847656,6,0.9,2.5,0.8,3.7,83.6417922973633,85.6677627563477,81.689567565918,106.873870849609,0.948490023612976,0.985719978809357,103.996726989746,109.64820098877,56.628101348877,91.5420074462891,1.02620005607605,92.7565612792969,90.3692321777344,56.0731887817383,6,1209721,50.54909,1588836,49.77688,68113,62.7618789672852,42749,12.145,7.514,9.285
CHL,CL,Chile,2009,4.53919982910156,4.81406021118164,4.25475978851318,17.0356101989746,38.736571018166,7744258,NA,NA,NA,12,244,735,1039,187,5.91481,4.90277,6.84352,21.9669294584062,68.2299904751577,NA,NA,NA,NA,6,1611682,47.85293,70044,77.8153686523438,6,0.9,2.5,0.8,3.7,86.4186096191406,88.6018295288086,84.3149032592773,105.763893127441,0.951759994029999,0.988659977912903,103.101181030273,108.33129119873,57.9616203308105,89.8597564697266,1.02921998500824,91.1818389892578,88.5833206176758,56.9664993286133,6,1169909,50.52094,1528200,49.84452,68200,62.8563003540039,42868,13.429,9.975,11.313
CHL,CL,Chile,2010,2.95526003837585,3.32802009582519,4.18953990936279,17.8533096313477,39.3088607324282,8137781,NA,NA,NA,12,234,714,1025,179,7.70131,6.33932,8.97702,21.542975034025,68.4593612046098,NA,NA,NA,NA,6,1546543,48.36477,66059,77.6911468505859,6,0.9,2.5,0.7,3.6,108.156188964844,106.179580688477,110.060890197754,103.219367980957,0.971520006656647,1.00042998790741,101.699569702148,104.684692382812,58.0295486450195,90.99951171875,1.03084003925323,92.4085998535156,89.6392669677734,57.9086494445801,6,1162153,50.64445,1518224,49.87867,69434,61.8515396118164,42946,10.137,7.517,8.547
CHL,CL,Chile,2011,3.31064009666443,3.58455991744995,4.0617299079895,17.7475700378418,40.1289761783095,8444195,94.9867172241211,94.4370803833008,94.7069778442383,12,225,670,981,172,8.02641,6.60553,9.35322,21.1462080149481,68.6502919535999,NA,95.1889495849609,94.9600067138672,95.0724105834961,6,1520405,48.28799,69191,78.2500610351562,6,0.9,2.4,0.7,3.4,113.28231048584,111.615676879883,114.888679504395,103.170486450195,0.968299984931946,0.99864000082016,101.490341186523,104.790412902832,59.0960311889648,90.9826202392578,1.03058004379272,92.4001922607422,89.6143569946289,58.9574394226074,6,1138936,50.63138,1493033,49.88021,70903,62.1595687866211,44073,9.049,6.448,7.492
CHL,CL,Chile,2012,3.79860997200012,3.39424991607666,NA,NA,40.3528387850467,8560000,95.1401062011719,94.0336380004883,94.5769271850586,12,216,629,938,166,8.14936,6.71173,9.49219,20.7935085091893,68.7794974165082,NA,97.5218200683594,97.2925567626953,97.4051208496094,6,1503898,48.29523,71073,78.1914367675781,6,0.9,2.2,0.7,3.2,114.30200958252,112.818641662598,115.732078552246,103.369781494141,0.96833997964859,1.00057995319366,101.700302124023,104.979446411133,60.2141189575195,89.5031433105469,1.03539001941681,91.1228790283203,87.9399185180664,60.3736991882324,6,1118958,50.8205,1443554,50.00076,72021,62.2929382324219,44864,8.309,5.762,6.79
CHL,CL,Chile,2013,3.22831010818481,3.35414004325867,4.54814004898071,19.6776504516602,40.6518900714812,8693613,92.50634765625,90.7634429931641,91.6192932128906,12,208,602,912,162,7.66578,6.11038,9.11951,20.4792936554866,68.8419518588406,6,96.6104583740234,97.3715972900391,96.9979019165039,6,1472348,48.31045,75405,80.936279296875,6,0.8,2.2,0.7,3.1,79.0299987792969,77.8807601928711,80.1380233764648,102.084899902344,0.968739986419678,0.9896399974823,100.460571289062,103.651252746582,60.8326988220215,99.1520767211914,1.00962996482849,99.6723937988281,98.6498870849609,60.4749717712402,6,1236076,50.07645,1571374,49.37138,74823,59.4549789428711,44486,7.351,5.683,6.361
CHL,CL,Chile,2014,2.85053992271423,2.95795011520386,4.75167989730835,19.9210090637207,40.9565495287041,8855370,95.9328308105469,94.8582763671875,95.3859634399414,12,200,582,898,159,7.42013,5.92078,8.82253,20.1994688257713,68.8459541557848,6,98.1872329711914,98.1463394165039,98.1664199829102,6,1469099,48.32949,78769.4375,80.954231262207,6,0.8,2.1,0.7,3.1,81.7144393920898,80.7793426513672,82.6159820556641,101.930870056152,0.96943998336792,0.989369988441467,100.339599609375,103.465606689453,61.5134887695312,99.8654403686523,1.00855994224548,100.32071685791,99.4259796142578,60.9525909423828,6,1234177,50.06413,1556372,49.34039,77576.640625,59.6354293823242,46263.16796875,7.303,6.385,6.761
CHL,CL,Chile,2015,3.31959009170532,2.72321009635925,4.90390014648438,19.5937099456787,40.9070264184869,8996276,94.881462097168,93.6926193237305,94.276481628418,12,192,562,884,155,7.16327,5.69689,8.53557,19.9392518422991,68.8110909659556,6,97.6334915161133,97.9075088500977,97.77294921875,6,1477538,48.34292,80397.96875,81.2740936279297,6,0.8,2.1,0.7,3,82.3460922241211,81.3991622924805,83.2588882446289,101.712509155273,0.970149993896484,0.988600015640259,100.142440795898,103.227111816406,62.089298248291,100.921676635742,1.00653994083405,101.253883361816,100.600967407227,61.2937889099121,6,1234791,50.03049,1546323,49.28201,79535.8125,59.9125518798828,47651.9296875,7.314,6.114,6.605
