iso3c,iso2c,country,year,se_sec_uner_lo_zs,se_prm_uner_zs,se_xpd_totl_gd_zs,se_xpd_totl_gb_zs,sl_tlf_totl_fe_zs,sl_tlf_totl_in,se_sec_cmpt_lo_fe_zs,se_sec_cmpt_lo_ma_zs,se_sec_cmpt_lo_zs,se_sec_ages,sh_dth_1014,sh_dth_1519,sh_dth_2024,sh_dth_0509,se_prm_oenr_zs,se_prm_oenr_fe_zs,se_prm_oenr_ma_zs,sp_pop_0014_to_zs,sp_pop_1564_to_zs,se_pre_durs,se_prm_cmpt_fe_zs,se_prm_cmpt_ma_zs,se_prm_cmpt_zs,se_prm_durs,se_prm_enrl,se_prm_enrl_fe_zs,se_prm_tchr,se_prm_tchr_fe_zs,se_prm_ages,sh_dyn_1014,sh_dyn_1519,sh_dyn_0509,sh_dyn_2024,se_pre_enrr,se_pre_enrr_fe,se_pre_enrr_ma,se_prm_enrr,se_enr_prim_fm_zs,se_enr_prsc_fm_zs,se_prm_enrr_fe,se_prm_enrr_ma,se_prm_priv_zs,se_sec_enrr,se_enr_seco_fm_zs,se_sec_enrr_fe,se_sec_enrr_ma,se_sec_priv_zs,se_sec_durs,se_sec_enrl_gc,se_sec_enrl_gc_fe_zs,se_sec_enrl,se_sec_enrl_fe_zs,se_sec_tchr,se_sec_tchr_fe_zs,se_sec_tchr_fe,sl_uem_totl_fe_zs,sl_uem_totl_ma_zs,sl_uem_totl_zs
ABW,AW,Aruba,2021,NA,NA,3.61855755636695,10.9564429608125,NA,NA,91.3419876098633,91.6216201782227,91.4863891601562,12,NA,NA,NA,NA,NA,NA,NA,17.9005745737184,66.9699139069153,5,98.5229034423828,93.0163421630859,95.7777786254883,6,8398,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,108.599510192871,NA,NA,110.376373291016,106.859481811523,NA,123.625907897949,NA,134.622039794922,113.229682922363,NA,5,NA,NA,8817,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2022,NA,NA,NA,NA,NA,NA,99.279541015625,115.236686706543,107.153282165527,12,NA,NA,NA,NA,NA,NA,NA,17.5446735076358,66.7551168098569,5,91.9629135131836,95.7413177490234,93.8329391479492,6,7714,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,102.620727539062,NA,NA,103.966537475586,101.311988830566,NA,131.802169799805,NA,137.287643432617,126.545249938965,NA,5,NA,NA,9354,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,17.1852490075367,66.4457075093688,5,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8448764869454,66.098801190019,NA,NA,NA,NA,NA,7719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.716996929947,NA,NA,109.52380952381,106.005434782609,NA,124.379366731084,NA,128.74852420307,119.946091644205,NA,NA,NA,NA,8367,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARG,AR,Argentina,2000,2.07249999046326,0.541800022125244,4.58030986785889,16.2261505126953,41.7243493640266,16658086,89.8619384765625,83.2032089233398,86.4613876342773,12,1018,2590,3396,927,10.19093,10.19093,10.19093,28.1666120456224,62.1736105975646,6,100.006637573242,97.5186996459961,98.7339019775391,6,4900956,49.0851,244412,89.0975112915039,6,1.5,3.9,1.3,5.3,58.7351989746094,59.2625885009766,58.2250595092773,116.558296203613,0.991039991378784,1.01586997509003,117.180702209473,115.964492797852,19.9244594573975,96.2141189575195,1.04984998703003,99.8094177246094,92.7613525390625,25.0939807891846,6,3829421,50.81943,3829421,50.81943,311323,69.0193099975586,214873,16.356,14.029,15
ARG,AR,Argentina,2001,2.27531003952026,0.586939990520477,4.833740234375,16.3559608459473,41.5125023222252,16713495,90.2930374145508,83.6793899536133,86.9129791259766,12,1023,2557,3367,916,10.37059,10.37059,10.37059,27.9469003783154,62.3277840850053,6,99.8243179321289,97.0879898071289,98.4240188598633,6,4950674,49.09796,274580,86.3624420166016,6,1.5,3.9,1.3,5.2,59.5718116760254,60.0664710998535,59.093578338623,116.749336242676,0.992370009422302,1.01778995990753,117.425521850586,116.104461669922,19.7511100769043,97.6240463256836,1.05215001106262,101.411613464355,93.9938201904297,25.0535793304443,6,3904915,50.83819,3904915,50.83819,223367,66.040641784668,147513,17.191,17.411,17.32
ARG,AR,Argentina,2002,2.0524799823761,0.579219996929169,4.01734018325806,16.4422092437744,40.9882501359987,16535085,90.0137710571289,83.563117980957,86.7158126831055,12,1029,2491,3272,905,10.82,10.82,10.82,27.7131775250741,62.4960869038279,6,102.597869873047,99.7899703979492,101.160697937012,6,4986758,49.08889,283403,86.3621826171875,6,1.5,3.8,1.3,5,60.2409515380859,60.7318115234375,59.7667808532715,116.877983093262,0.993120014667511,1.01810002326965,117.545852661133,116.241172790527,19.5556907653809,96.9965667724609,1.0521399974823,100.75479888916,93.400260925293,24.9044208526611,6,3905207,50.79382,3905207,50.79382,229159,66.0323181152344,151319,18.823,20.123,19.59
ARG,AR,Argentina,2003,2.33267998695373,0.505909979343414,3.53504991531372,14.3547201156616,41.2247829756656,17011226,85.1076126098633,78.4691696166992,81.7117080688477,12,1038,2421,3154,894,11.15322,11.15322,11.15322,27.4656400866515,62.6897257312446,6,100.172576904297,97.8274993896484,98.9721527099609,6,4885664,49.05026,NA,NA,6,1.5,3.6,1.3,4.8,60.6165618896484,60.9645385742188,60.280689239502,114.37532043457,0.992860019207001,1.0220799446106,114.940650939941,113.836280822754,19.7878093719482,96.0464477539062,1.06096994876862,100.139373779297,92.134407043457,24.9429798126221,6,3902011,50.95283,3902011,50.95283,241612,66.9904632568359,161857,17.576,13.806,15.36
ARG,AR,Argentina,2004,2.82011008262634,0.124030001461506,3.48652005195618,15.1393003463745,41.4591721374085,17502349,84.1016693115234,76.509521484375,80.216552734375,12,1047,2380,3060,883,11.52822,11.73414,11.33059,27.2062216334946,62.89668860187,6,98.445426940918,96.3771514892578,97.3868179321289,6,4923075,48.97273,274232,87.6032028198242,6,1.5,3.6,1.3,4.7,62.3003311157227,62.7236518859863,61.8919296264648,115.446090698242,0.991110026836395,1.02778995037079,115.834991455078,115.075302124023,20.2285404205322,95.4575576782227,1.07690000534058,100.194129943848,90.933952331543,25.4447002410889,6,3919748,51.27406,3919748,51.27406,254065,67.8542861938477,172394,15.823,11.893,13.522
