iso3c,iso2c,country,year,sh_tbs_incd,sh_sta_mmrt,sh_dyn_mort,dc_dac_jpnl_cd,dc_dac_korl_cd,dc_dac_espl_cd,dc_dac_totl_cd,dc_dac_gbrl_cd,dc_dac_usal_cd,sm_pop_netm,dt_oda_alld_kd,dt_oda_alld_cd,dt_oda_odat_kd,dt_nfl_undp_cd,sh_dyn_aids_zs,se_prm_cmpt_zs,se_enr_prsc_fm_zs,bx_grt_tech_cd_wd,sl_emp_vuln_zs
ABW,AW,Aruba,2000,6.2,NA,NA,NA,NA,NA,50000.0007450581,NA,50000.0007450581,1226,21180000.3051758,NA,NA,NA,NA,NA,0.992659986019135,NA,NA
ABW,AW,Aruba,2001,6.5,NA,NA,NA,NA,NA,NA,NA,NA,566,-3079999.92370605,NA,NA,NA,NA,88.1275405883789,0.999490022659302,NA,NA
ABW,AW,Aruba,2002,6.8,NA,NA,NA,NA,NA,19999.9995529652,19999.9995529652,NA,349,17530000.6866455,NA,NA,NA,NA,98.8329696655273,0.989000022411346,NA,NA
ABW,AW,Aruba,2003,7.1,NA,NA,NA,NA,NA,NA,NA,NA,329,104110000.610352,NA,NA,NA,NA,97.0246734619141,0.97706001996994,NA,NA
ABW,AW,Aruba,2004,7.3,NA,NA,NA,NA,NA,NA,NA,NA,326,-13880000.1144409,NA,NA,NA,NA,95.4701385498047,0.952910006046295,NA,NA
ABW,AW,Aruba,2005,7.6,NA,NA,NA,NA,NA,NA,NA,NA,594,NA,NA,NA,NA,NA,94.4293518066406,0.963389992713928,NA,NA
ABW,AW,Aruba,2006,7.9,NA,NA,NA,NA,NA,NA,NA,NA,634,NA,NA,NA,NA,NA,99.4612808227539,0.967980027198792,NA,NA
ABW,AW,Aruba,2007,8.2,NA,NA,NA,NA,NA,NA,NA,NA,672,NA,NA,NA,NA,NA,97.3307266235352,0.986760020256042,NA,NA
ABW,AW,Aruba,2008,8.4,NA,NA,NA,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,100.205062866211,1.00560998916626,NA,NA
ABW,AW,Aruba,2009,8.7,NA,NA,NA,NA,NA,NA,NA,NA,743,NA,NA,NA,NA,NA,97.5935821533203,1.00443994998932,NA,NA
ABW,AW,Aruba,2010,6,NA,NA,NA,NA,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,99.1608428955078,1.01460003852844,NA,NA
ABW,AW,Aruba,2011,7.9,NA,NA,NA,NA,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,1.00871002674103,NA,NA
ABW,AW,Aruba,2012,28,NA,NA,NA,NA,NA,NA,NA,NA,317,NA,NA,NA,NA,NA,NA,1.02155995368958,NA,NA
ABW,AW,Aruba,2013,11,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,NA,94.0547790527344,NA,NA,NA
ABW,AW,Aruba,2014,1.9,NA,NA,NA,NA,NA,NA,NA,NA,333,NA,NA,NA,NA,NA,101.321281433105,NA,NA,NA
ABW,AW,Aruba,2015,5.8,NA,NA,NA,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2016,7.6,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2017,7.6,NA,NA,NA,NA,NA,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2018,4.7,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,NA,NA,NA,NA,96.1325988769531,NA,NA,NA
ABW,AW,Aruba,2019,1.9,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,101.90274810791,NA,NA,NA
ABW,AW,Aruba,2020,0.93,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,104.266471862793,NA,NA,NA
ABW,AW,Aruba,2021,5.6,NA,NA,NA,NA,NA,NA,NA,NA,503,NA,NA,NA,NA,NA,95.7777786254883,NA,NA,NA
ABW,AW,Aruba,2022,4.6,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,93.8329391479492,NA,NA,NA
ABW,AW,Aruba,2023,3.7,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2024,8.3,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABW,AW,Aruba,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARG,AR,Argentina,2000,49,58,19.4,37290000.9155273,NA,-6480000.01907349,53770002.2440404,9520000.45776367,-2470000.02861023,-22775,86728462.2192383,74555419.921875,86728462.2192383,-490000.009536743,0.3,98.7339019775391,1.01586997509003,50500000,21.9748899685516
ARG,AR,Argentina,2001,46,60,18.8,16510000.2288818,9999.99977648258,-3910000.08583069,139979995.43883,29999.9993294477,-469999.998807907,-23687,269518524.169922,157635421.75293,269518524.169922,NA,0.3,98.4240188598633,1.01778995990753,52490000,22.9126921231873
ARG,AR,Argentina,2002,45,59,18.3,12880000.1144409,39999.9991059303,9859999.65667725,56769999.563694,NA,1610000.01430511,-22674,159443450.927734,98989997.8637695,159443450.927734,330000.013113022,0.3,101.160697937012,1.01810002326965,51510000,23.70466457638
ARG,AR,Argentina,2003,41,61,17.8,11579999.9237061,90000.0035762787,41159999.8474121,103090000.02034,NA,10369999.8855591,-22450,162685974.121094,117716598.510742,162685974.121094,189999.997615814,0.3,98.9721527099609,1.0220799446106,58810000,21.7001661163026
ARG,AR,Argentina,2004,42,58,17.3,9260000.22888184,90000.0035762787,33389999.3896484,85279999.691993,NA,1820000.05245209,-22381,117969955.444336,97338264.465332,117969955.444336,-39999.9991059303,0.3,97.3868179321289,1.02778995037079,56200000,21.6028718502752
ARG,AR,Argentina,2005,38,57,16.7,10970000.2670288,180000.007152557,12329999.9237061,84109999.9789149,NA,1360000.01430511,-22068,110194305.419922,93865997.3144531,110194305.419922,560000.002384186,0.3,94.5341262817383,1.03299999237061,53880000,21.2797063654732
ARG,AR,Argentina,2006,34,60,16.2,7989999.77111816,189999.997615814,13829999.9237061,105939999.617636,NA,1970000.02861023,-20109,131892776.489258,114209396.362305,131892776.489258,779999.971389771,0.4,95.6887130737305,1.04022002220154,51400000,20.2573051041667
ARG,AR,Argentina,2007,35,62,15.8,15090000.1525879,39999.9991059303,21629999.1607666,70149998.0892985,959999.978542328,7820000.17166138,-18099,95790397.644043,90230529.7851563,95790397.644043,1029999.97138977,0.4,98.5453414916992,1.04638004302979,48100000,19.178244400597
ARG,AR,Argentina,2008,31,59,15.4,5889999.8664856,180000.007152557,29670000.0762939,104470001.393929,980000.019073486,7170000.07629395,-12517,125829071.044922,125017791.748047,125829071.044922,850000.023841858,0.4,102.319679260254,1.05000996589661,59990000,19.1016841857864
ARG,AR,Argentina,2009,25,62,14.9,9000000,100000.001490116,24139999.3896484,100440001.150593,990000.009536743,2619999.88555908,-7882,117144836.425781,116031860.351563,117144836.425781,670000.016689301,0.4,102.965492248535,1.04753994941711,71880000,19.5906993047639
ARG,AR,Argentina,2010,24,55,14.4,40330001.8310547,170000.001788139,22959999.0844727,116070001.203567,540000.021457672,3769999.98092651,-5003,115441986.083984,123300003.051758,115441986.083984,829999.983310699,0.4,103.31336478821,1.0359799861908,70420000,19.0490238114851
ARG,AR,Argentina,2011,31,48,13.9,9470000.26702881,109999.999403954,2519999.98092651,77710000.6509572,1190000.05722046,9590000.15258789,-1117,97899429.3212891,97054046.6308594,97899429.3212891,460000.00834465,0.4,103.299525536147,1.04019999504089,52020000,18.6211188839315
ARG,AR,Argentina,2012,27,49,13.3,10100000.3814697,29999.9993294477,-1029999.97138977,169847510.604188,3240000.00953674,9689999.5803833,2978,187530181.884766,177763702.392578,187530181.884766,320087.999105453,0.4,103.663843793221,1.03461003303528,56798165,19.0299608764648
ARG,AR,Argentina,2013,27,47,12.7,1110000.01430511,NA,-16229999.5422363,19927846.8615376,1479207.99255371,3730000.01907349,5275,37472755.4321289,34726791.3818359,37472755.4321289,364244.014024735,0.4,103.278045218399,1.03136003017426,53143967,19.6857850931616
ARG,AR,Argentina,2014,27,43,12.2,4570000.17166138,20882.9995244741,-2309560.0605011,36999924.2499471,1581704.02050018,1110000.01430511,5794,49490070.3430176,48793842.3156738,49490070.3430176,258069.99206543,0.4,105.369846292036,1.03122997283936,52317776,20.1779734655309
ARG,AR,Argentina,2015,28,39,11.7,12340000.1525879,268739.998340607,-84153335.5712891,-33399566.4580726,2409327.9838562,-4315053.93981934,5464,-24463310.2416992,-18869466.7816162,-24463310.2416992,451508.99887085,0.4,105.966493596972,1.02838003635406,35715612,20.604372046677
ARG,AR,Argentina,2016,30,40,11.4,-10420000.0762939,167393.997311592,-17141916.2750244,-17851734.7495071,1359861.96994781,-780044.01922226,5215,6454796.79107666,2619663.00010681,6454796.79107666,384265.005588531,0.4,106.53556124907,1.02081000804901,34815573,21.0846506714366
ARG,AR,Argentina,2017,29,38,11,-3211121.08230591,283641.993999481,-14480371.4752197,-30957765.424624,3416969.06089783,1321449.99504089,4931,1143874.04918671,-1165737.03289032,1143874.04918671,158068.999648094,0.4,101.523895644883,1.01962995529175,45926300,21.505941986483
ARG,AR,Argentina,2018,30,38,10.7,-11502003.6697388,56131.0015618801,-11917798.9959717,20237790.1377621,3167263.03100586,4214079.85687256,5742,85483421.3256836,73223083.4960938,85483421.3256836,150000.005960464,0.4,100.145531751709,1.02131998538971,45690279,21.6175577222417
ARG,AR,Argentina,2019,33,36,10.5,-11623691.5588379,358884.006738663,-6477149.96337891,-85796001.3191913,5632710.9336853,1096153.97453308,5397,16726140.9759521,9495451.92718506,16726140.9759521,400000.005960464,0.4,100.286471247217,1.02056002616882,42801118,22.7149996003683
ARG,AR,Argentina,2020,27,40,10.3,1955242.99144745,623713.01651001,-5762970.92437744,56961813.764996,4667172.90878296,6024541.8548584,292,111248207.092285,103078170.776367,111248207.092285,206000.000238419,0.4,99.8427784444202,1.0242600440979,40598172,24.0669497937937
ARG,AR,Argentina,2021,34,76,10,6964934.82589722,161320.999264717,8322899.81842041,67330522.8583049,4550011.1579895,5438459.87319946,314,158019042.96875,156561065.673828,158019042.96875,280481.01067543,0.4,102.877639887141,NA,30999951,24.0189803057016
ARG,AR,Argentina,2022,35,39,9.8,2165220.02220154,396907.985210419,-6133159.16061401,215967736.770282,2027585.98327637,2861679.07714844,5589,411537200.927734,385349548.339844,411537200.927734,604457.020759583,0.4,100.310147105379,NA,32311059,23.2797968408073
ARG,AR,Argentina,2023,39,33,9.6,207117.006182671,980898.976325989,-5594659.80529785,29121125.94489,812756.00194931,4376154.89959717,4133,259022705.078125,259022705.078125,259022705.078125,NA,0.4,98.9436486948575,NA,28458468,22.4431470253428
ARG,AR,Argentina,2024,44,NA,NA,NA,NA,NA,NA,NA,NA,3454,NA,NA,NA,NA,0.4,NA,NA,NA,22.4231386348518
ARG,AR,Argentina,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATG,AG,Antigua and Barbuda,2000,5.3,37,14.9,479999.989271164,NA,NA,4120000.01221896,3230000.01907349,-50000.0007450581,263,14413049.697876,9881833.07647705,14413049.697876,79999.9982118607,0.5,NA,NA,1860000,NA
ATG,AG,Antigua and Barbuda,2001,1.3,36,14.6,3809999.94277954,9999.99977648258,NA,6889999.85344708,1059999.94277954,310000.002384186,139,11134081.8405151,8578000.06866455,11134081.8405151,50000.0007450581,0.5,NA,NA,2880000,NA
ATG,AG,Antigua and Barbuda,2002,5.2,36,14.3,8750000,100000.001490116,NA,13779999.8596311,2329999.92370605,-59999.9986588955,40,15088046.0739136,13508000.3738403,15088046.0739136,NA,0.6,NA,NA,2520000,NA
ATG,AG,Antigua and Barbuda,2003,1.3,33,14,2740000.00953674,9999.99977648258,NA,3600000.01266598,239999.994635582,-170000.001788139,32,6188876.15203857,5627492.90466309,6188876.15203857,19999.9995529652,0.6,NA,NA,1400000,NA
ATG,AG,Antigua and Barbuda,2004,4.6,34,13.6,1269999.98092651,39999.9991059303,NA,1719999.97086823,70000.0002980232,-180000.007152557,93,1724127.05421448,1897493.00479889,1724127.05421448,NA,0.6,NA,NA,410000,NA
ATG,AG,Antigua and Barbuda,2005,7.5,33,13.3,5420000.07629395,100000.001490116,NA,7330000.1192838,NA,-170000.001788139,196,7710585.11734009,8057493.20983887,7710585.11734009,NA,0.6,NA,NA,620000,NA
ATG,AG,Antigua and Barbuda,2006,5,32,13,1990000.00953674,209999.993443489,9999.99977648258,3250000.02793968,NA,-189999.997615814,315,3147360.08644104,3279999.97138977,3147360.08644104,NA,0.7,NA,NA,440000,NA
ATG,AG,Antigua and Barbuda,2007,2.4,32,12.7,209999.993443489,70000.0002980232,NA,4250000.13969839,9999.99977648258,-189999.997615814,371,5336932.18231201,4986286.16333008,5336932.18231201,NA,0.7,NA,0.983640015125275,610000,NA
ATG,AG,Antigua and Barbuda,2008,1.2,31,12.4,629999.995231628,NA,NA,3080000.05036593,19999.9995529652,-200000.002980232,369,5679431.9152832,6069186.21063232,5679431.9152832,NA,0.7,110.256408691406,0.965020000934601,1420000,NA
ATG,AG,Antigua and Barbuda,2009,3.6,32,12.2,970000.028610229,NA,29999.9993294477,3349999.95678663,9999.99977648258,-180000.007152557,338,4348559.85641479,4259185.79101563,4348559.85641479,NA,0.7,103.888130187988,0.990239977836609,2720000,NA
ATG,AG,Antigua and Barbuda,2010,8.2,31,11.9,6760000.22888184,9999.99977648258,29999.9993294477,19269999.9958277,NA,109999.999403954,291,17535202.0263672,19059999.4659424,17535202.0263672,NA,0.7,119.779411315918,0.971769988536835,740000,NA
ATG,AG,Antigua and Barbuda,2011,7,31,11.7,9640000.34332275,19999.9995529652,209999.993443489,15100000.3628433,NA,200000.002980232,243,11642267.2271729,15419308.6624146,11642267.2271729,NA,0.8,119.621208190918,0.964439988136292,1030000,NA
ATG,AG,Antigua and Barbuda,2012,3.4,30,11.5,800000.011920929,270000.010728836,NA,1553104.0308997,9999.99977648258,159999.996423721,196,1840281.96334839,2086824.89395142,1840281.96334839,NA,0.8,NA,1.03903996944427,1230401,NA
ATG,AG,Antigua and Barbuda,2013,11,32,11.3,349999.994039536,121867.999434471,NA,1401990.97525328,31261.0007822514,119999.997317791,145,1557891.96491241,1591518.04447174,1557891.96491241,NA,0.8,114.516129032258,NA,523397,NA
ATG,AG,Antigua and Barbuda,2014,3.4,32,11.2,509999.990463257,130090.996623039,NA,1791392.92845502,4230.99985346198,NA,97,2496586.08436584,2553652.04811096,2496586.08436584,23261.9997113943,0.9,120.137298583984,0.97434002161026,522485,NA
ATG,AG,Antigua and Barbuda,2015,3.8,30,11,1529999.97138977,190815.001726151,NA,1390755.99380885,3926.00009217858,-591198.980808258,44,1263571.97761536,1492630.00488281,1263571.97761536,213.999999687076,0.9,100.936767578125,0.990040004253387,486029,NA
ATG,AG,Antigua and Barbuda,2016,3.3,28,10.8,5139999.8664856,76600.0002622604,16348.0006158352,5074966.87167441,1920.99995911121,-242285.996675491,0,-1598049.04460907,183259.99379158,-1598049.04460907,62063.0010962486,0.9,103.177124702145,NA,358740,NA
ATG,AG,Antigua and Barbuda,2017,1.1,31,10.6,2217045.06874084,50000.0007450581,28181.9999217987,5427508.16227635,9638.00027966499,9010.00015437603,0,11086606.9793701,10301978.1112671,11086606.9793701,81019.9975967407,1,108.32666015625,0.979359984397888,879527,NA
ATG,AG,Antigua and Barbuda,2018,5.5,31,10.5,2169075.96588135,92643.9985632896,NA,3338249.97954071,127715.00647068,-76669.998466968507,0,18659458.1604004,17598558.4259033,18659458.1604004,NA,1,104.944183349609,0.979240000247955,544736,NA
ATG,AG,Antigua and Barbuda,2019,0,32,10.3,1931450.96302032,NA,NA,7274462.14426891,323233.008384705,NA,0,29995002.746582,27453153.6102295,29995002.746582,NA,1,105.633802816901,NA,860826,NA
ATG,AG,Antigua and Barbuda,2020,2.2,35,10.1,145358.994603157,NA,NA,4718938.05172294,251969.993114471,48916.0008728504,0,27993576.0498047,25941589.3554688,27993576.0498047,NA,1,NA,NA,1470690,NA
ATG,AG,Antigua and Barbuda,2021,4.3,32,9.8,1864984.98916626,NA,129023.998975754,3002466.96453542,125526.994466782,-42700.0001072884,0,5857226.84860229,6136724.94888306,5857226.84860229,NA,1,NA,NA,527298,NA
ATG,AG,Antigua and Barbuda,2022,1.1,36,9.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.1,123.354735152488,NA,NA,NA
ATG,AG,Antigua and Barbuda,2023,1.1,35,9.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.1,NA,NA,NA,NA
ATG,AG,Antigua and Barbuda,2024,1.1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,1.1,NA,NA,NA,NA
ATG,AG,Antigua and Barbuda,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHS,BS,"Bahamas, The",2000,57,51,16.2,NA,NA,NA,NA,NA,NA,845,8329999.92370605,NA,NA,NA,2.1,NA,NA,NA,14.8273170973416
BHS,BS,"Bahamas, The",2001,39,48,16.3,NA,NA,NA,NA,NA,NA,290,11079999.9237061,NA,NA,NA,2,NA,NA,NA,13.9164671713796
BHS,BS,"Bahamas, The",2002,25,46,16.5,NA,NA,NA,NA,NA,NA,636,6199999.80926514,NA,NA,NA,2,NA,1.01610994338989,NA,15.3208919584145
BHS,BS,"Bahamas, The",2003,19,57,16.7,NA,NA,NA,NA,NA,NA,949,5719999.79019165,NA,NA,NA,1.9,NA,NA,NA,14.2706273869316
BHS,BS,"Bahamas, The",2004,25,69,16.9,NA,NA,NA,NA,NA,NA,1030,6619999.88555908,NA,NA,NA,1.9,NA,0.981630027294159,NA,14.9575030098291
BHS,BS,"Bahamas, The",2005,21,70,16.9,NA,NA,NA,NA,NA,NA,804,NA,NA,NA,NA,1.9,97.9081497192383,0.979839980602264,NA,14.5021135301252
BHS,BS,"Bahamas, The",2006,25,74,16.8,NA,NA,NA,NA,NA,NA,1735,NA,NA,NA,NA,1.9,93.7549514770508,0.980809986591339,NA,14.0450163660148
BHS,BS,"Bahamas, The",2007,19,78,16.5,NA,NA,NA,NA,NA,NA,1727,NA,NA,NA,NA,1.9,97.5358428955078,NA,NA,13.6928819099362
BHS,BS,"Bahamas, The",2008,20,80,16.2,NA,NA,NA,NA,NA,NA,1474,NA,NA,NA,NA,1.8,95.9233779907227,NA,NA,13.288888647604
BHS,BS,"Bahamas, The",2009,18,84,15.8,NA,NA,NA,NA,NA,NA,1613,NA,NA,NA,NA,1.8,96.4446716308594,NA,NA,13.2991714409623
BHS,BS,"Bahamas, The",2010,12,79,15.4,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,1.8,91.7100242802636,NA,NA,13.7019689770979
BHS,BS,"Bahamas, The",2011,15,74,15,NA,NA,NA,NA,NA,NA,1381,NA,NA,NA,NA,1.7,103.337497769052,NA,NA,14.0940783876065
BHS,BS,"Bahamas, The",2012,12,71,14.7,NA,NA,NA,NA,NA,NA,1047,NA,NA,NA,NA,1.7,104.306912775968,NA,NA,13.9964093745607
BHS,BS,"Bahamas, The",2013,12,74,14.4,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.6,93.5685409775818,NA,NA,13.9710182953161
BHS,BS,"Bahamas, The",2014,18,78,14.2,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.6,94.3441414885777,NA,NA,13.8809396521903
BHS,BS,"Bahamas, The",2015,21,83,13.9,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.5,99.2159008023341,NA,NA,13.8860602376067
BHS,BS,"Bahamas, The",2016,30,77,13.8,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.5,88.5392454854282,NA,NA,13.7765675818773
BHS,BS,"Bahamas, The",2017,17,79,13.6,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.4,NA,NA,NA,13.7436737841616
BHS,BS,"Bahamas, The",2018,15,82,13.5,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.4,84.8316556751128,NA,NA,13.7384796750683
BHS,BS,"Bahamas, The",2019,17,82,23.5,NA,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,1.3,87.8645014841977,NA,NA,13.7163102619258
BHS,BS,"Bahamas, The",2020,10,84,13.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1.3,NA,NA,NA,14.2903535006992
BHS,BS,"Bahamas, The",2021,14,174,13.1,NA,NA,NA,NA,NA,NA,481,NA,NA,NA,NA,1.2,NA,NA,NA,14.7841636024782
BHS,BS,"Bahamas, The",2022,16,80,12.9,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,1.2,NA,NA,NA,15.4526381655226
BHS,BS,"Bahamas, The",2023,8.8,76,12.7,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,1.1,NA,NA,NA,16.0789212824029
BHS,BS,"Bahamas, The",2024,18,NA,NA,NA,NA,NA,NA,NA,NA,1018,NA,NA,NA,NA,1.1,NA,NA,NA,15.9601436200924
BHS,BS,"Bahamas, The",2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLZ,BZ,Belize,2000,113,78,24.5,670000.016689301,59999.9986588955,59999.9986588955,9690000.27887524,1700000.04768372,-519999.980926514,1675,26195966.7205811,16146200.1800537,26195966.7205811,19999.9995529652,1.1,96.2701034545898,0.984929978847504,4460000,30.7733361102795
BLZ,BZ,Belize,2001,131,76,23.6,629999.995231628,50000.0007450581,79999.9982118607,16070000.0561774,6869999.88555908,1000000,1640,36626388.5498047,22488393.7835693,36626388.5498047,-39999.9991059303,1.1,98.8985137939453,0.99015998840332,5540000,30.3947722655963
BLZ,BZ,Belize,2002,119,68,22.8,759999.990463257,360000.014305115,-150000.005960464,11759999.9643862,11670000.0762939,-4500000,1739,34041080.4748535,23278892.5170898,34041080.4748535,129999.995231628,1.2,NA,NA,4730000,30.0394364858765
BLZ,BZ,Belize,2003,80,67,22.1,730000.019073486,79999.9982118607,-19999.9995529652,9289999.98047948,670000.016689301,1000000,1870,17510839.4622803,12678893.0892944,17510839.4622803,29999.9993294477,1.3,97.9075088500977,0.99796998500824,3490000,29.8285989077044
BLZ,BZ,Belize,2004,61,63,21.5,1059999.94277954,39999.9991059303,180000.007152557,3879999.9654293,419999.986886978,1080000.04291534,1980,8321174.62158203,6695000.17166138,8321174.62158203,50000.0007450581,1.3,100.437866210938,1.00325000286102,3730000,29.4763317852375
BLZ,BZ,Belize,2005,70,60,21,1899999.97615814,29999.9993294477,250000,8620000.0140816,1990000.00953674,939999.997615814,2073,13588393.2113647,11724066.734314,13588393.2113647,19999.9995529652,1.4,103.162467956543,0.983900010585785,5460000,29.1291067570587
BLZ,BZ,Belize,2006,55,55,20.6,1610000.01430511,449999.988079071,19999.9995529652,7320000.04313886,349999.994039536,1029999.97138977,2321,8769665.71807861,7734066.9631958,8769665.71807861,19999.9995529652,1.4,102.32251739502,0.994379997253418,4340000,29.010867377742
BLZ,BZ,Belize,2007,38,52,20.1,1549999.95231628,349999.994039536,NA,13489999.9741465,59999.9986588955,2759999.99046326,2521,23840267.1813965,21283067.7032471,23840267.1813965,150000.005960464,1.4,104.323547363281,1.00683999061584,4480000,29.0113219123583
BLZ,BZ,Belize,2008,50,48,19.7,1470000.02861023,109999.999403954,NA,15920000.2551079,90000.0035762787,1779999.97138977,2627,24078599.9298096,23367500.3051758,24078599.9298096,NA,1.5,98.9847030639648,0.999750018119812,3280000,28.9550619644762
BLZ,BZ,Belize,2009,48,45,19.3,1700000.04768372,50000.0007450581,289999.99165535,17170000.0502169,50000.0007450581,2869999.88555908,2728,28307281.4941406,26237499.2370605,28307281.4941406,400000.005960464,1.5,101.594749450684,1.00080001354218,4920000,29.14804964539
BLZ,BZ,Belize,2010,75,41,18.8,7460000.03814697,70000.0002980232,200000.002980232,19020000.0908226,79999.9982118607,2549999.95231628,1639,23894380.569458,24459999.0844727,23894380.569458,610000.014305115,1.5,100.324044069994,1.00442004203796,4560000,29.2514392114658
BLZ,BZ,Belize,2011,36,39,18.3,1220000.02861023,109999.999403954,50000.0007450581,14939999.9938905,519999.980926514,2230000.01907349,1582,21241493.2250977,20993192.6727295,21241493.2250977,360000.014305115,1.4,103.139415684265,0.997409999370575,4120000,29.2729665268525
BLZ,BZ,Belize,2012,40,40,17.7,1440000.05722046,70000.0002980232,NA,18228103.4216285,230000.004172325,1830000.04291534,1524,27558042.5262451,26207256.3171387,27558042.5262451,241484.999656677,1.4,107.9474422758,0.990230023860931,5361243,29.4736591897695
BLZ,BZ,Belize,2013,55,41,17,1220000.02861023,755239.009857178,9999.99977648258,32409011.2503617,2601200.10375977,11670000.0762939,1505,55466567.9931641,51266910.5529785,55466567.9931641,152602.002024651,1.4,102.819789797488,0.989560008049011,4917568,29.5220995530427
BLZ,BZ,Belize,2014,31,44,16.3,1299999.95231628,338445.991277695,NA,25135338.1164372,1601984.97772217,2569999.9332428,1456,38549644.4702148,37564182.2814941,38549644.4702148,82869.9991106987,1.4,104.19571391686,0.990170001983643,7222765,23.8619955369515
BLZ,BZ,Belize,2015,33,47,15.6,1879999.99523163,213636.994361877,NA,17519264.0554159,1749560.95218658,1830500.96035004,1596,32526756.2866211,28267847.0611572,32526756.2866211,107455.000281334,1.4,105.886909372579,0.982169985771179,5315740,26.1975170874599
BLZ,BZ,Belize,2016,49,51,15,1200000.04768372,126891.002058983,144950.00243187,21519170.4188474,570344.984531403,1814049.95918274,3313,40709178.9245605,34960300.4455566,40709178.9245605,253206.014633179,1.3,105.909737488685,0.977970004081726,7939404,27.677132314742
BLZ,BZ,Belize,2017,47,56,14.4,1530346.03595734,183551.996946335,80600.0009179115,18611305.9455528,901992.976665497,3378750.08583069,1705,38918941.4978027,34203254.699707,38918941.4978027,98004.9967765808,1.3,102.663029358275,0.992389976978302,9514466,29.9251838211623
BLZ,BZ,Belize,2018,39,60,13.9,847779.989242554,100754.000246525,3563.99989686906,15892793.9494606,1030768.03684235,2797889.94789124,187,36977878.5705566,33832420.3491211,36977878.5705566,46714.9987816811,1.3,104.337570436378,0.987559974193573,4352853,26.0585898586907
BLZ,BZ,Belize,2019,35,61,13.5,1179607.98740387,55073.9988684654,NA,12711083.9071684,2162425.04119873,2652750.96893311,-606,39773418.4265137,35798328.3996582,39773418.4265137,68310.0000023842,1.3,102.683765203596,0.988719999790192,5638878,29.9801961851599
BLZ,BZ,Belize,2020,34,88,13.2,906650.006771088,241754.993796349,342.999992426485,13926838.2544978,1999276.99565887,3504748.10600281,64,75597671.5087891,69899658.203125,75597671.5087891,286868.989467621,1.2,104.80372588157,0.990760028362274,5620369,30.7179468269479
BLZ,BZ,Belize,2021,35,157,13,661453.008651733,36184.0017139912,NA,18190730.7822257,1582847.95284271,5473519.80209351,-173,79603523.2543945,77875175.4760742,79603523.2543945,382333.993911743,1.2,116.046378471228,0.988839983940125,4053509,30.2632350736784
BLZ,BZ,Belize,2022,35,110,12.8,938721.001148224,275043.994188309,34177.9999434948,14934899.6377084,292495.995759964,5993118.76296997,5936,22166608.8104248,21012914.6575928,22166608.8104248,336771.011352539,1.2,108.684100125857,NA,5869211,30.0678852520256
BLZ,BZ,Belize,2023,34,67,12.7,750438.988208771,677008.986473084,NA,17576118.7819298,74519.9993252754,7367484.0927124,595,31858842.8497314,31858842.8497314,31858842.8497314,NA,1.2,96.5262582056893,NA,4660328,30.1745007060722
