iso3c,iso2c,country,year,sh_tbs_incd,sh_sta_mmrt,sh_dyn_mort,dc_dac_jpnl_cd,dc_dac_korl_cd,dc_dac_espl_cd,dc_dac_totl_cd,dc_dac_gbrl_cd,dc_dac_usal_cd,sm_pop_netm,dt_oda_alld_kd,dt_oda_alld_cd,dt_oda_odat_kd,dt_nfl_undp_cd,sh_dyn_aids_zs,se_prm_cmpt_zs,se_enr_prsc_fm_zs,bx_grt_tech_cd_wd,sl_emp_vuln_zs
PRY,PY,Paraguay,2015,55,64,22.2,-6260000.22888184,11540109.6343994,1457116.96147919,34176320.1195281,746137.976646423,16394540.7867432,-16834,70577796.9360352,60176727.2949219,70577796.9360352,697588.980197906,0.4,NA,NA,33847225,38.7850907937032
PRY,PY,Paraguay,2016,55,60,21.5,-3700000.04768372,8089941.97845459,2800208.09173584,69044777.969626,163719.996809959,12731201.171875,-16737,104596023.55957,88539772.0336914,104596023.55957,564359.0092659,0.4,98.1086017794463,NA,33371084,39.1281703163587
PRY,PY,Paraguay,2017,57,58,20.8,-11360436.4395142,12345403.6712646,9293410.3012085,96279848.1730278,390222.012996674,22304349.899292,-16630,165763931.274414,142754867.553711,165763931.274414,347048.997879028,0.4,NA,NA,40245632,36.7942385474886
PRY,PY,Paraguay,2018,56,58,20.1,10576705.9326172,14047631.2637329,10171486.8545532,110792114.127195,1075225.94928741,18280750.2746582,-16472,175623825.073242,164637954.711914,175623825.073242,344693.98856163,0.4,NA,NA,34414932,37.6361397115738
PRY,PY,Paraguay,2019,60,58,19.4,26707065.5822754,14234046.9360352,9055832.862854,100246980.201904,742115.97442627,16187686.920166,-16263,133898284.912109,128175201.416016,133898284.912109,349220.007658005,0.5,NA,NA,36451824,36.8985214007282
PRY,PY,Paraguay,2020,50,69,18.8,11963111.8774414,65439735.4125977,6374443.05419922,217217816.961464,964655.995368958,26614938.7359619,-8226,319954101.5625,305740875.244141,319954101.5625,579967.021942139,0.5,84.7860722939556,NA,26630661,40.7229513773516
PRY,PY,Paraguay,2021,57,140,18.2,11865576.7440796,30825809.4787598,20107700.3479004,149045970.818959,1137451.05266571,21585899.3530273,-8226,174899551.391602,176413772.583008,174899551.391602,596378.028392792,0.5,NA,NA,35714339,39.6540635501631
PRY,PY,Paraguay,2022,67,78,17.6,-7588028.90777588,38682796.4782715,7059053.89785767,73075992.8713087,573930.025100708,13871246.3378906,-12500,102839088.439941,98176002.5024414,102839088.439941,535045.981407166,0.5,87.148745461088,NA,30538106,37.3347799949593
PRY,PY,Paraguay,2023,76,58,17,-14363816.2612915,34998920.4406738,6719900.13122559,98434405.5214897,-2249.99990314245,17924133.3007813,-12500,223693115.234375,223693115.234375,223693115.234375,NA,0.5,90.271367469734,NA,24022082,36.2303155998669
PRY,PY,Paraguay,2024,81,NA,NA,NA,NA,NA,NA,NA,NA,-12451,NA,NA,NA,NA,0.5,88.7082275386775,NA,NA,36.4327335054968
PRY,PY,Paraguay,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLV,SV,El Salvador,2000,58,48,32.3,66879997.253418,109999.999403954,22379999.1607666,186849995.989352,4980000.01907349,36639999.3896484,-94861,271900573.730469,192445007.324219,271900573.730469,1340000.0333786,0.5,86.0776596069336,0.950020015239716,82320000,38.2865693033068
SLV,SV,El Salvador,2001,53,45,30.4,58240001.6784668,219999.998807907,45930000.3051758,247200003.867969,3049999.95231628,50900001.5258789,-92389,400242797.851563,252948333.740234,400242797.851563,-129999.995231628,0.5,85.4732894897461,0.958039999008179,85280000,38.7887876437926
SLV,SV,El Salvador,2002,52,40,28.6,32909999.8474121,629999.995231628,55700000.7629395,241929998.217151,11060000.4196167,62009998.3215332,-90908,393467437.744141,249458328.24707,393467437.744141,389999.985694885,0.6,85.656867980957,0.951219975948334,103280000,39.2920381041332
SLV,SV,El Salvador,2003,43,38,27,21370000.8392334,209999.993443489,27020000.4577637,204499998.01442,2349999.90463257,72919998.1689453,-89146,299845733.642578,211414993.286133,299845733.642578,389999.985694885,0.6,86.3718490600586,0.966759979724884,118720000,37.5642014340618
SLV,SV,El Salvador,2004,41,35,25.5,2339999.91416931,340000.003576279,27469999.3133545,224150001.017376,180000.007152557,114760002.13623,-87466,332350372.314453,237341659.545898,332350372.314453,479999.989271164,0.6,NA,0.970359981060028,132900000,36.8247979600149
SLV,SV,El Salvador,2005,50,34,24,22649999.6185303,2029999.97138977,42619998.9318848,201469999.771565,19999.9995529652,47020000.4577637,-86501,271700347.900391,218491668.701172,271700347.900391,689999.997615814,0.6,90.0548782348633,0.972609996795654,80440000,38.7306991213477
SLV,SV,El Salvador,2006,44,33,22.7,29829999.9237061,330000.013113022,44080001.8310547,167990002.484992,11279999.7329712,24540000.9155273,-85789,206112258.911133,178235260.009766,206112258.911133,829999.983310699,0.6,89.0780334472656,0.977020025253296,69130000,36.5260765952962
SLV,SV,El Salvador,2007,43,33,21.5,26799999.2370605,1129999.99523163,61049999.2370605,97860001.195222,-96739997.8637695,39040000.9155273,-56857,134474319.458008,107533615.112305,134474319.458008,620000.004768372,0.6,92.4764785766602,1.00117003917694,48880000,37.1484872463127
SLV,SV,El Salvador,2008,43,33,20.4,30569999.6948242,1960000.03814697,83620002.746582,234400001.38618,29999.9993294477,42369998.9318848,-56086,247732025.146484,243313613.891602,247732025.146484,730000.019073486,0.6,93.0571594238281,0.975920021533966,73800000,37.4422270229547
SLV,SV,El Salvador,2009,40,35,19.4,-3819999.9332428,3950000.04768372,125680000.305176,284710002.740845,29999.9993294477,82080001.8310547,-55966,324097473.144531,292424102.783203,324097473.144531,980000.019073486,0.6,95.9860534667969,0.972739994525909,79000000,37.9118651741787
SLV,SV,El Salvador,2010,39,34,18.4,8750000,4309999.94277954,85510002.1362305,288030005.987733,-48819999.6948242,148160003.662109,-54688,353405151.367188,301040008.544922,353405151.367188,800000.011920929,0.5,98.1733422129198,0.966199994087219,58950000,37.6719454250784
SLV,SV,El Salvador,2011,43,35,17.5,-8350000.38146973,4929999.82833862,44560001.373291,289510003.151372,9999.99977648258,162440002.441406,-53433,353122924.804688,297385925.292969,353122924.804688,509999.990463257,0.5,99.2405633341521,0.962909996509552,43850000,37.9353765092752
SLV,SV,El Salvador,2012,46,36,16.7,-4599999.90463257,4599999.90463257,18530000.6866455,232398979.564198,-129999.995231628,150850006.103516,-50546,273067871.09375,219908264.160156,273067871.09375,854146.003723145,0.5,97.4296095090554,0.963469982147217,53154593,37.5444353072407
SLV,SV,El Salvador,2013,48,39,15.9,4340000.15258789,3889394.99855042,33849998.4741211,174685372.864828,452217.996120453,51090000.1525879,-49087,184091232.299805,169141067.504883,184091232.299805,641664.981842041,0.5,95.628810729869,0.970470011234283,39676773,37.6423762611436
SLV,SV,El Salvador,2014,48,41,15.2,-6789999.96185303,4655806.06460571,18860269.5465088,110673623.708542,349384.009838104,45369998.9318848,-49126,110354286.193848,98074417.1142578,110354286.193848,518474.996089935,0.5,94.686275682627,0.977069973945618,38221609,35.3900603003827
SLV,SV,El Salvador,2015,53,43,14.5,-2089999.91416931,3623797.89352417,8787034.034729,98720261.6976574,726942.002773285,47465724.9450684,-51278,109419670.10498,89703399.6582031,109419670.10498,341946.989297867,0.5,93.2771649439764,NA,27825902,36.0008841199992
SLV,SV,El Salvador,2016,65,43,13.9,-4769999.98092651,3878948.92692566,13797645.5688477,131872966.621806,49157.9994559288,60431751.2512207,-47491,157691726.68457,128970046.99707,157691726.68457,450367.987155914,0.5,92.5461205681988,NA,29025437,35.9847365975662
SLV,SV,El Salvador,2017,77,44,13.3,-6971758.84246826,7393218.99414063,21497602.4627686,154885867.278092,325511.991977692,75668388.3666992,-50608,179880706.787109,151618194.580078,179880706.787109,378982.990980148,0.4,91.9080936191349,NA,24955569,36.3573999140128
SLV,SV,El Salvador,2018,76,43,12.7,-684693.992137909,7722630.97763062,36107341.7663574,252296470.285393,443715.989589691,130233245.849609,-54163,287033355.712891,253461120.605469,287033355.712891,535544.991493225,0.4,89.6814972187205,NA,29140668,34.309632917246
SLV,SV,El Salvador,2019,63,40,12.2,-3624433.0406189,3586479.90226746,38536056.5185547,299110023.867106,1107246.04129791,185541641.235352,-55144,350627532.958984,303699066.162109,350627532.958984,410010.010004044,0.4,NA,NA,24763332,34.6109339052804
SLV,SV,El Salvador,2020,42,48,11.7,41713512.4206543,7250535.0112915,42379310.6079102,333423547.492013,905367.970466614,183276611.328125,-25213,373298614.501953,344064392.089844,373298614.501953,433860.003948212,0.4,82.4190963046398,NA,18439361,34.9186374995032
SLV,SV,El Salvador,2021,39,58,11.2,14288624.7634888,23607086.1816406,33506160.736084,214056032.065419,963141.977787018,92104019.1650391,-27343,220322372.436523,214443862.915039,220322372.436523,513988.018035889,0.4,83.7617194410048,NA,32146816,33.112479940051
SLV,SV,El Salvador,2022,51,39,10.8,19907342.9107666,5650566.10107422,28165817.2607422,209703445.685562,74037.9989147186,96260116.5771484,-23255,742729797.363281,709233581.542969,742729797.363281,761215.98482132,0.4,79.718625498008,NA,28684131,32.0681011931043
SLV,SV,El Salvador,2023,86,39,10.4,41442173.0041504,73832084.6557617,44601360.3210449,362849943.458103,NA,154634429.931641,-23253,498810394.287109,498810394.287109,498810394.287109,NA,0.4,80.8345580048987,NA,35194018,31.5097717413482
SLV,SV,El Salvador,2024,116,NA,NA,NA,NA,NA,NA,NA,NA,-23102,NA,NA,NA,NA,0.4,82.6281692393825,NA,NA,31.1743630629028
SLV,SV,El Salvador,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUR,SR,Suriname,2000,50,282,31.1,9699999.80926514,50000.0007450581,NA,31289999.9804795,NA,589999.973773956,1516,54084285.736084,34834667.2058105,54084285.736084,109999.999403954,1.1,NA,NA,3710000,17.6527022705469
SUR,SR,Suriname,2001,38,270,30,1169999.95708466,NA,NA,21290000.4033,NA,810000.002384186,1641,43330753.326416,23754667.2821045,43330753.326416,100000.001490116,1.2,NA,1.07254004478455,3130000,17.8227130386988
SUR,SR,Suriname,2002,44,253,29,379999.995231628,NA,NA,9960000.13127923,NA,-1019999.98092651,2076,20932361.6027832,12328000.0686646,20932361.6027832,70000.0002980232,1.3,NA,1.13984000682831,3820000,18.1865096020862
SUR,SR,Suriname,2003,44,238,28.1,649999.976158142,9999.99977648258,NA,8149999.95194376,NA,569999.992847443,2345,15403306.9610596,11137999.5346069,15403306.9610596,340000.003576279,1.3,NA,NA,12520000,18.2345994882898
SUR,SR,Suriname,2004,38,219,27.2,2589999.91416931,29999.9993294477,19999.9995529652,22480000.0227988,NA,1309999.94277954,-1676,30669870.3765869,24798000.3356934,30669870.3765869,NA,1.4,NA,NA,12030000,18.2271136198796
SUR,SR,Suriname,2005,42,202,26.4,200000.002980232,59999.9986588955,NA,39530000.8133054,NA,860000.014305115,-1534,54003097.5341797,42876667.0227051,54003097.5341797,NA,1.4,75.8822326660156,1.11772000789642,11970000,18.150061500615
SUR,SR,Suriname,2006,45,187,25.7,449999.988079071,79999.9982118607,NA,58239998.5007941,NA,1169999.95708466,-1403,75729209.8999023,63032600.402832,75729209.8999023,NA,1.4,82.6313705444336,1.13182997703552,6170000,18.0113346727038
SUR,SR,Suriname,2007,43,173,25,2910000.08583069,259999.990463257,NA,145939999.992027,NA,-8800000.19073486,-1312,160661026.000977,150312606.811523,160661026.000977,NA,1.5,69.6428604125977,1.12827003002167,2620000,17.8930069071194
SUR,SR,Suriname,2008,34,161,24.4,3930000.0667572,NA,NA,98660000.9668619,NA,-100000.001490116,-1255,100184989.929199,100015930.175781,100184989.929199,NA,1.5,79.1749114990234,1.1153199672699,4470000,17.858832245747
SUR,SR,Suriname,2009,55,147,23.8,259999.990463257,NA,140000.000596046,151110001.232475,NA,639999.985694885,-1204,161496047.973633,154520004.272461,161496047.973633,319999.992847443,1.5,79.3359603881836,1.09171998500824,6570000,17.8791765927555
SUR,SR,Suriname,2010,57,134,23.2,9999.99977648258,9999.99977648258,NA,97190003.4733116,NA,150000.005960464,-1138,109473808.288574,100449996.948242,109473808.288574,490000.009536743,1.5,79.9731216430664,1.10539996623993,7020000,17.968417241673
SUR,SR,Suriname,2011,35,126,22.6,29999.9993294477,9999.99977648258,NA,74139998.2608854,NA,340000.003576279,-1060,77617156.9824219,76331855.7739258,77617156.9824219,219999.998807907,1.5,77.8148574829102,1.1329300403595,4750000,18.0644656955989
SUR,SR,Suriname,2012,35,122,22.1,9999.99977648258,129999.995231628,NA,28795612.4425109,NA,59999.9986588955,-1011,42400707.244873,40353988.6474609,42400707.244873,218733.996152878,1.6,77.3334503173828,1.13277995586395,6077586,18.2186483020757
SUR,SR,Suriname,2013,37,121,21.6,70000.0002980232,NA,NA,26285722.7977365,NA,-79999.9982118607,-968,30941152.5726318,30818239.2120361,30941152.5726318,195363.998413086,1.6,76.7774963378906,1.14540994167328,3796068,18.4271478588742
SUR,SR,Suriname,2014,37,120,21.1,129999.995231628,28067.0002102852,NA,10093688.8763681,NA,-720000.028610229,-959,13596117.0196533,13392944.3359375,13596117.0196533,202956.005930901,1.6,80.8827362060547,1.15494000911713,2527733,18.6571629623602
SUR,SR,Suriname,2015,35,115,20.5,90000.0035762787,NA,NA,11470598.1500447,48691.0007894039,-395036.995410919,-967,19119140.625,15980072.9751587,19119140.625,166429.996490479,1.6,83.425163269043,1.1340399980545,2534735,19.0979286218718
SUR,SR,Suriname,2016,27,109,20,270000.010728836,83688.996732235,NA,12421040.7957435,NA,-94263.0022764206,-906,19684377.6702881,16526849.7467041,19684377.6702881,172298.99764061,1.6,83.3164901733398,NA,3751513,19.3036260295482
SUR,SR,Suriname,2017,31,105,19.5,109295.003116131,108947.99977541,NA,14007137.2049279,28822.9994475842,NA,-935,23020235.0616455,20128007.8887939,23020235.0616455,103862.002491951,1.6,81.063117980957,NA,3814520,19.4536674391395
SUR,SR,Suriname,2018,41,101,19,1966156.00585938,NA,NA,9022685.8817041,52328.0017077923,NA,-851,15197225.5706787,14181736.946106,15197225.5706787,48567.0007765293,1.6,79.9963531494141,NA,1898455,19.5492755422349
SUR,SR,Suriname,2019,31,97,18.4,3757337.09335327,NA,9442.999958992,11186962.0707003,81816.0027265549,90000.0035762787,191,25562135.6964111,23690048.2177734,25562135.6964111,49490.001052618,1.6,82.9409634190511,NA,1659106,19.6085019483268
SUR,SR,Suriname,2020,25,94,17.8,28852.9992103577,64000.0030398369,3994.99991908669,12535834.7798465,49722.9993343353,194999.992847443,-296,29863058.09021,27499084.4726563,29863058.09021,84968.0006504059,1.6,86.4046973803071,NA,3340617,19.3949498430558
SUR,SR,Suriname,2021,23,144,17.3,115464.001893997,225874.006748199,441918.99895668,8840204.11473466,6620.00011652708,234819.993376732,-486,29702688.2171631,29174047.4700928,29702688.2171631,111567.996442318,1.6,75.2395629882812,1.08537995815277,3579535,18.7338249491236
SUR,SR,Suriname,2022,32,88,16.8,210301.995277405,50000.0007450581,NA,39740176.8248528,NA,-28111.9998544455,-988,59251007.0800781,55243419.6472168,59251007.0800781,346275.985240936,1.6,NA,NA,1255090,18.8820662207092
SUR,SR,Suriname,2023,31,84,16.2,3023752.92778015,1025166.9883728,NA,35344716.2793017,NA,204398.00620079,-988,43524604.7973633,43524604.7973633,43524604.7973633,NA,1.6,NA,NA,1290234,18.853572870583
SUR,SR,Suriname,2024,34,NA,NA,NA,NA,NA,NA,NA,NA,-1166,NA,NA,NA,NA,1.6,NA,NA,NA,18.6672861106731
SUR,SR,Suriname,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,-618,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,-289,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2010,8.9,NA,NA,NA,NA,NA,NA,NA,NA,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2011,5.8,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2012,2.9,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,95.6521739130435,1.01797997951508,NA,NA
SXM,SX,Sint Maarten (Dutch part),2013,5.6,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2014,0,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA,NA,NA,128.893442622951,0.9791100025177,NA,NA
SXM,SX,Sint Maarten (Dutch part),2015,5.3,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2016,0,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2017,13,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2018,5,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2019,17,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2020,2.4,NA,NA,NA,NA,NA,NA,NA,NA,519,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2021,2.4,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2022,4.7,NA,NA,NA,NA,NA,NA,NA,NA,564,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2023,7,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2024,6.9,NA,NA,NA,NA,NA,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,SX,Sint Maarten (Dutch part),2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2000,15,NA,10.7,NA,NA,NA,6090000.18984079,5550000.19073486,9999.99977648258,442,9813404.08325195,6650000.09536743,9813404.08325195,19999.9995529652,NA,95.5696182250977,1.01166999340057,3170000,NA
TCA,TC,Turks and Caicos Islands,2001,15,NA,10.2,NA,NA,NA,5250000.14156103,4860000.1335144,39999.9991059303,567,10224392.8909302,6670000.07629395,10224392.8909302,NA,NA,106.853576660156,NA,3010000,NA
TCA,TC,Turks and Caicos Islands,2002,15,NA,9.7,NA,NA,NA,2610000.02548099,2480000.01907349,9999.99977648258,792,6023053.16925049,4099999.90463257,6023053.16925049,439999.997615814,NA,103.647422790527,NA,2010000,NA
TCA,TC,Turks and Caicos Islands,2003,28,NA,9.3,NA,NA,NA,1820000.0077486,1110000.01430511,NA,797,2928237.91503906,2200000.04768372,2928237.91503906,NA,NA,NA,0.991419970989227,1050000,NA
TCA,TC,Turks and Caicos Islands,2004,25,NA,9,NA,NA,NA,2450000.03278255,1100000.02384186,NA,792,3798125.98228455,3150000.09536743,3798125.98228455,NA,NA,108.358207702637,1.03587996959686,1110000,NA
TCA,TC,Turks and Caicos Islands,2005,26,NA,8.7,NA,NA,NA,4550000.07152558,1889999.98569489,NA,793,6230827.80838013,5199999.80926514,6230827.80838013,NA,NA,108.933723449707,1.02177000045776,1530000,NA
TCA,TC,Turks and Caicos Islands,2006,28,NA,8.4,NA,NA,NA,-239999.994635582,59999.9986588955,NA,797,-506385.028362274,-419999.986886978,-506385.028362274,NA,NA,NA,NA,310000,NA
TCA,TC,Turks and Caicos Islands,2007,26,NA,8.1,NA,NA,NA,14520000.1895428,479999.989271164,NA,816,16470708.8470459,15390000.3433228,16470708.8470459,NA,NA,NA,NA,30000,NA
TCA,TC,Turks and Caicos Islands,2008,25,NA,7.9,NA,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2009,23,NA,7.7,NA,NA,NA,NA,NA,NA,855,NA,NA,NA,NA,NA,102.876106262207,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2010,20,NA,7.5,NA,NA,NA,NA,NA,NA,863,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2011,29,NA,7.4,NA,NA,NA,NA,NA,NA,798,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2012,25,NA,7.2,NA,NA,NA,NA,NA,NA,1256,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2013,5.9,NA,7.1,NA,NA,NA,NA,NA,NA,1333,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2014,2.9,NA,6.9,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,NA,75.9414225941423,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2015,5.5,NA,6.8,NA,NA,NA,NA,NA,NA,1658,NA,NA,NA,NA,NA,71.3362068965517,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2016,5.2,NA,6.7,NA,NA,NA,NA,NA,NA,1309,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2017,10,NA,6.6,NA,NA,NA,NA,NA,NA,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2018,4.8,NA,6.4,NA,NA,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,153.765686035156,1.00835001468658,NA,NA
TCA,TC,Turks and Caicos Islands,2019,9.3,NA,6.3,NA,NA,NA,NA,NA,NA,1359,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2020,5.4,NA,6.1,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,NA,1.02660000324249,NA,NA
TCA,TC,Turks and Caicos Islands,2021,0,NA,6,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,NA,113.026817321777,1.02418005466461,NA,NA
TCA,TC,Turks and Caicos Islands,2022,7.6,NA,5.8,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,111.400001525879,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2023,15,NA,5.6,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2024,8.6,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,132.421052631579,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTO,TT,Trinidad and Tobago,2000,34,76,28.8,1820000.05245209,9999.99977648258,9999.99977648258,-2250000.09872019,419999.986886978,790000.021457672,-5185,-5466462.13531494,-1559999.94277954,-5466462.13531494,100000.001490116,NA,92.0869598388672,NA,5320000,18.2772670963406
TTO,TT,Trinidad and Tobago,2001,33,72,28.4,1169999.95708466,19999.9995529652,39999.9991059303,-6219999.77342782,310000.002384186,1169999.95708466,-4252,-12993352.8900146,-6179999.82833862,-12993352.8900146,19999.9995529652,NA,85.8317489624023,NA,4440000,18.12886857282
TTO,TT,Trinidad and Tobago,2002,20,69,28.1,2650000.09536743,159999.996423721,19999.9995529652,-9189999.67165293,200000.002980232,610000.014305115,-3613,-18255844.1162109,-9430000.30517578,-18255844.1162109,59999.9986588955,NA,NA,NA,5380000,17.4398474898199
TTO,TT,Trinidad and Tobago,2003,20,67,27.6,2230000.01907349,39999.9991059303,29999.9993294477,-3539999.62471425,259999.990463257,200000.002980232,-3472,-5494046.21124268,-3140000.10490417,-5494046.21124268,140000.000596046,NA,88.2654190063477,NA,4940000,17.0497811259289
TTO,TT,Trinidad and Tobago,2004,23,63,27.2,1899999.97615814,19999.9995529652,50000.0007450581,-2200000.12777746,349999.994039536,1789999.96185303,-3504,-2134223.93798828,-1519999.98092651,-2134223.93798828,460000.00834465,NA,92.0762786865234,1.01081001758575,6940000,16.5143624092115
TTO,TT,Trinidad and Tobago,2005,20,60,26.8,1970000.02861023,59999.9986588955,70000.0002980232,-3749999.8640269,109999.999403954,519999.980926514,-3595,-3470109.9395752,-2410000.08583069,-3470109.9395752,740000.009536743,NA,88.0098495483398,NA,5140000,16.2394568380214
TTO,TT,Trinidad and Tobago,2006,27,58,26.4,1330000.04291534,70000.0002980232,70000.0002980232,11420000.1824647,90000.0035762787,180000.007152557,-3684,14174231.5292358,12289999.961853,14174231.5292358,509999.990463257,NA,NA,NA,3760000,16.1874640598045
TTO,TT,Trinidad and Tobago,2007,25,57,25.9,79999.9982118607,129999.995231628,19999.9995529652,17969999.9205768,129999.995231628,270000.010728836,-3731,21785713.1958008,20469999.3133545,21785713.1958008,569999.992847443,NA,90.8359222412109,NA,5880000,16.3361229789479
TTO,TT,Trinidad and Tobago,2008,31,55,25.5,19999.9995529652,NA,NA,8710000.10147691,850000.023841858,319999.992847443,-3624,9309245.10955811,9289999.96185303,9309245.10955811,259999.990463257,NA,88.3030395507812,NA,3190000,16.4063519622953
TTO,TT,Trinidad and Tobago,2009,29,54,25.1,79999.9982118607,NA,90000.0035762787,6010000.06496907,439999.997615814,479999.989271164,-3056,7346914.76821899,6699999.80926514,7346914.76821899,340000.003576279,NA,89.9883270263672,NA,3150000,16.6512621560875
TTO,TT,Trinidad and Tobago,2010,23,54,24.7,70000.0002980232,NA,109999.999403954,4079999.93301928,239999.994635582,1309999.94277954,-2230,4952198.02856445,4340000.15258789,4952198.02856445,159999.996423721,NA,88.7282104492188,NA,2070000,16.5562121259138
TTO,TT,Trinidad and Tobago,2011,23,53,24.3,NA,NA,NA,NA,NA,NA,-1410,NA,NA,NA,NA,NA,NA,NA,NA,17.3327096966136
