iso3c,iso2c,country,year,social_development_sp_ado_tfrt,social_development_sl_tlf_acti_1524_fe_zs,social_development_sl_tlf_acti_1524_ma_zs,social_development_sl_tlf_acti_1524_zs,social_development_sl_tlf_acti_fe_zs,social_development_sl_tlf_cact_fe_zs,social_development_sl_tlf_cact_ma_zs,social_development_sg_gen_parl_zs,social_development_sh_hiv_1524_fe_zs,social_development_sh_hiv_1524_ma_zs,social_development_sl_tlf_acti_ma_zs,social_development_sl_tlf_acti_zs,social_development_sp_dyn_le00_fe_in,social_development_sp_dyn_le00_ma_in,social_development_se_enr_prim_fm_zs,social_development_se_enr_prsc_fm_zs,social_development_sl_emp_vuln_fe_zs,social_development_sl_emp_vuln_ma_zs,social_development_sl_uem_totl_fe_zs,social_development_sl_uem_totl_ma_zs,infrastructure_er_h2o_fwag_zs,infrastructure_er_h2o_fwdm_zs,infrastructure_er_h2o_fwin_zs,infrastructure_er_h2o_fwtl_k3,infrastructure_er_h2o_fwtl_zs,infrastructure_is_shp_good_tu,infrastructure_eg_elc_coal_zs,infrastructure_eg_elc_hyro_zs,infrastructure_eg_elc_ngas_zs,infrastructure_eg_elc_nucl_zs,infrastructure_eg_elc_petr_zs,infrastructure_eg_use_elec_kh_pc,infrastructure_it_net_bbnd,infrastructure_it_net_bbnd_p2,infrastructure_bx_gsr_ccis_cd,infrastructure_bx_gsr_ccis_zs,infrastructure_it_mlt_main,infrastructure_it_mlt_main_p2,infrastructure_it_net_user_zs,infrastructure_is_shp_gcnw_xq,infrastructure_it_cel_sets,infrastructure_it_cel_sets_p2,infrastructure_er_h2o_intr_k3,infrastructure_er_h2o_intr_pc,infrastructure_it_net_secr,infrastructure_it_net_secr_p6
COL,CO,Colombia,2005,88.124,42.457,62.15,52.413,54.368,51.148,80.134,12.1212121212121,0.1,0.2,82.699,68.354,76.837,69.573,0.982119977474213,1.03676998615265,43.749363147964,43.4981318855196,14.508,8.769,56.91884054,28.11034079,14.97081866,10.259125,0.478280885780886,1236121,4.90425870014302,79.0620530748451,14.6968854282536,0,0.226442078499921,920.577777143746,318683,0.756446,215332459.289551,7.28420106013796,7678800,18.2,11.0073,NA,21850000,51.8645,2145,50915.0744391443,NA,NA
CRI,CR,Costa Rica,2005,67.141,36.734,60.962,49.046,47.719,43.68,79.663,35.0877192982456,0.1,0.1,83.921,65.594,81.407,76.29,0.974520027637482,1.0006400346756,22.3884406734755,20.5847024483857,9.813,5,NA,NA,NA,NA,NA,740420,0,79.4915254237288,0,0,3.28087167070218,1730.95155400775,44914,1.05401,218157741.464289,6.82362674653757,1388500,32.6,22.07,NA,1101310,25.8447,113,26518.1027118867,NA,NA
CUB,CU,Cuba,2005,42.791,29.096,47.658,38.629,45.491,39.123,69.121,35.9605911330049,0.1,0.2,77.937,61.717,79.819,75.382,0.970929980278015,0.994029998779297,8.73964495013928,13.0167820420478,2.21,1.8,52.9663561,32.56260628,14.47103762,5.261259091,13.8018339218258,NA,0,0.443227740842133,12.6254725589884,0,84.1937165949681,1154.97781409084,NA,NA,NA,NA,855958,7.6,9.73806,NA,135534,1.2034,38.12,3384.66745642241,NA,NA
CUW,CW,Curacao,2005,39.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.907,70.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,94.3108974358974,7613.07007220794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2005,45.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.618,72.26,0.955209970474243,0.944350004196167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,38000,81.2,38.0344,NA,80945,173.004,NA,NA,NA,NA
DMA,DM,Dominica,2005,47.769,NA,NA,NA,NA,NA,NA,12.9032258064516,0.2,0.3,NA,NA,74.787,69.436,1.0013200044632,1.03648996353149,NA,NA,NA,NA,NA,NA,NA,0.017166667,8.5833335,NA,0,33.2617513719876,0,0,66.5473633977571,NA,3400,4.94661,2631700.80202493,2.02022640294789,19000,27.6,38.5436,NA,52000,75.654,0.2,2909.76809148311,NA,NA
DOM,DO,Dominican Republic,2005,92.566,28.912,53.124,41.164,42.287,39.791,73.775,17.3333333333333,0.7,0.4,75.809,59.026,74.033,68.159,0.949919998645782,1.03606998920441,29.8391572088361,47.5604130227103,9.708,4.872,82.02925046,13.23583181,4.734917733,5.451,23.1957446808511,NA,10.75982796348,14.3137402852184,8.39809854372595,0,65.9926054478231,1270.02241942957,60674,0.65771,128900000,2.0852543880935,896252,9.72,11.4832,NA,3623290,39.2767,23.5,2547.41608540413,NA,NA
ECU,EC,Ecuador,2005,86.51,40.087,64.502,52.474,54.081,51.916,82.36,16,0.2,0.4,84.143,69.085,77.131,70.764,1.00037002563477,1.00459003448486,48.7494338308384,34.9432946271546,4.708,3.181,81.4277072,13.0369026,5.5353902,9.9158,2.24136528028933,632722,0,51.3428827215756,8.58698895851984,0,39.3017009847807,848.10499486392,26786,0.193454,80074903.2291483,7.86496644144258,1679570,12.1,5.99426,NA,6246330,45.1124,442.4,31951.0899878905,NA,NA
GRD,GD,Grenada,2005,50.249,NA,NA,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,76.566,71.025,0.971029996871948,0.997229993343353,NA,NA,NA,NA,21.52941176,NA,NA,0.01,5,NA,0,0,0,0,100,NA,3222,2.93619,9298148.14814815,5.76634549145975,27426,25,20.4878,NA,46858,42.7014,0.2,1822.58917017515,NA,NA
GTM,GT,Guatemala,2005,96.673,33.963,74.465,54.433,43.226,41.948,84.214,8.22784810126582,0.1,0.1,85.3,63.915,71.339,65.088,0.938289999961853,0.930589973926544,56.1888912535126,40.5812718106774,3.463,2.85,57.33983748,24.40462175,18.25554077,3.144759524,2.87981641391941,776395,13.2314573238912,36.5138526525034,0,0,39.2843831531867,509.794402026524,27106,0.207112,181500000,13.8782688484478,1248160,9.54,5.7,NA,4510070,34.4605,109.2,8343.75729935499,NA,NA
GUY,GY,Guyana,2005,88.263,33.119,64.582,48.861,38.181,36.015,77.167,30.7692307692308,0.3,0.1,80.561,59.266,67.704,61.398,0.995459973812103,1.0059700012207,38.0732337326878,29.9152702161257,14.021,9.677,94.77354145,3.921443193,1.305015353,1.5632,0.648630705394191,NA,0,0,0,0,94.0017628911415,NA,2000,0.262842,33735000,22.8145753587708,110136,14.5,5.7,NA,281368,36.9776,241,316724.360440207,NA,NA
HND,HN,Honduras,2005,113.262,32.598,72.198,52.703,42.482,41.394,81.969,23.4375,0.1,0.1,82.957,62.805,71.493,67.067,0.999199986457825,NA,50.5605825521969,35.7891433841831,6.468,4.12,73.30429372,19.60174238,7.093963908,1.607,1.77255680564747,553013,0,30.8992805755396,0,0,66.5827338129496,564.56266117348,NA,NA,133023920,7.49918860084273,493680,6.6,6.5,NA,1281460,17.1356,90.66,12122.9869403097,NA,NA
HTI,HT,Haiti,2005,67.331,33.011,39.109,36.068,59.975,58.4,69.406,3.6144578313253,0.9,0.5,69.832,64.877,62.465,58.209,NA,NA,83.6230990591419,67.9576323284329,16.604,12.845,85.37355385,11.93579925,2.690646896,1.402742857,10.78452261859,NA,0,47.6618705035971,0,0,52.3381294964029,37.8534009514999,NA,NA,9250000,6.35913653238004,145300,1.6,6.3762,NA,500200,5.5202,13.007,1435.44952237947,NA,NA
JAM,JM,Jamaica,2005,64.625,33.167,45.228,39.298,60.239,56.394,74.294,11.6666666666667,0.8,0.7,76.891,68.477,73.956,69.125,0.995180010795593,1.02327001094818,31.2219730941705,37.2538014950872,8.753,4.862,57.04652731,33.98516521,8.968307485,1.283214286,11.8563640949829,1671820,0,2.04796550794934,0,0,96.9684721099434,2444.30170304712,45000,1.67469,182896635.050681,7.85074274264503,319000,11.9,12.8,NA,1981460,73.7408,10.823,4027.8132357002,NA,NA
KNA,KN,St. Kitts and Nevis,2005,54.251,NA,NA,NA,NA,NA,NA,0,0.1,0.4,NA,NA,74.428,68.109,0.991959989070892,1.03710997104645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,6500,13.9975,4721851.85185185,1.52550780903355,20300,43.7,34,NA,51000,109.826,0.024,516.829252535694,NA,NA
LCA,LC,St. Lucia,2005,53.419,59.327,62.787,61.073,62.279,56.739,74.158,11.1111111111111,0.1,0.1,78.293,70.285,75.682,69.523,0.95550000667572,1.0291999578476,21.74328769219,29.7506261570293,23.177,15.182,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,7000,4.23089,20182777.7777778,4.29374605053272,39000,23.6,21.5676,NA,105656,63.8598,0.3,1813.23662737987,NA,NA
MAF,MF,St. Martin (French part),2005,32.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.692,74.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,MX,Mexico,2005,72.765,34.323,62.451,48.133,43.634,41.15,80.706,24.2,0.1,0.2,83.681,62.897,75.877,71.35,0.98198002576828,1.00454998016357,33.321274543952,29.5046812455028,3.908,3.365,76.73202614,13.9869281,9.281045752,76.2,18.6308068459658,2144345,13.0566898487845,11.0496554584317,40.1335098577171,4.30876347859376,27.3037229630575,2000.51971664631,1922350,1.81677,716561634,3.68413928521983,19512000,18.4,17.21,NA,47128700,44.5403,409,3865.36420463317,NA,NA
NIC,NI,Nicaragua,2005,110.059,29.027,72.493,50.418,42.021,40.118,85.311,20.6521739130435,NA,NA,86.99,63.878,73.398,67.315,0.985570013523102,1.03825998306274,49.6542283773492,43.1268541772574,5.797,5.154,78.27296206,16.85318853,4.873849414,1.5088,0.965879265091863,NA,0,14.1920681743691,0,0,65.3883972468043,419.871941865613,10534,0.197188,28300000,5.33257961183343,220869,4.13,2.56635,NA,1119380,20.9539,156.21,29241.2822286346,NA,NA
PAN,PA,Panama,2005,88.54,35.54,62.07,49.049,51.742,47.954,81.259,16.6666666666667,0.2,0.7,84.507,68.19,78.401,72.045,0.965439975261688,1.00334000587463,29.0727624586186,35.5643627462613,7.975,4.828,NA,NA,NA,NA,NA,3063832,0,63.9093873348207,0,0,35.6958984039815,1462.7111287385,17567,0.53024,135700000,4.1961718049414,470453,14.2,11.484,NA,1748740,52.7838,136.6,41231.1886474782,NA,NA
PER,PE,Peru,2005,67.014,57.389,68.463,62.966,66.994,64.315,81.945,18.3333333333333,0.1,0.1,84.484,75.752,74.24,69.896,1.00271999835968,0.996460020542145,62.6744496133218,46.2364586561846,5.032,4.742,NA,NA,NA,NA,NA,991681,3.15306482607161,70.9008196399859,17.8399152907957,0,6.7375191183968,822.670080046461,352622,1.25483,68718515.0365517,3.4090010805714,2402630,8.55,17.1,NA,5583360,19.8688,1641,58396.1242908661,NA,NA
PRI,PR,Puerto Rico (US),2005,61.055,28.553,43.772,36.242,45.282,37.572,59.047,NA,NA,NA,67.937,56.162,80.267,73.086,NA,NA,6.46436597232206,14.8388513835532,10.098,12.242,1.775759323,21.71520569,76.50903499,0.9984,14.0619718309859,1727389,12.2689167198814,0.562419827432178,12.5000701071799,0,74.6685933455066,NA,118268,3.12183,NA,NA,1037700,27.4,23.4001,NA,1993470,52.62,7.1,1857.97629222251,NA,NA
PRY,PY,Paraguay,2005,73.857,44.085,72.919,58.783,57.822,55.652,84.841,10,0.1,0.2,86.738,72.411,73.744,69.01,0.978219985961914,0.998319983482361,48.5184892019894,47.7542266666854,6.265,3.885,75.06718509,16.53610841,8.396706501,1.324924242,1.13241388205128,NA,0,100,0,0,0.00127037485830434,919.220050597484,5600,0.102788,16400000,5.82851852500933,320294,5.88,7.90701,NA,1887000,34.6359,117,21475.3885622815,NA,NA
SLV,SV,El Salvador,2005,82.503,32.612,63.016,47.362,48.338,45.218,78.615,10.7142857142857,0.2,0.4,81.961,63.916,74.024,64.53,0.965919971466064,0.972609996795654,46.4474377254786,32.3665226686394,4.792,8.856,67.56373938,22.3796034,10.05665722,2.118,13.5508637236084,NA,0,34.6050176238855,0,0,41.7582417582418,761.292251969752,42314,0.704578,102600000,6.94167236118347,971455,16.2,4.2,NA,2411750,40.1585,15.63,2602.58046769187,NA,NA
SUR,SR,Suriname,2005,74.757,17.632,40.526,29.546,40.141,36.884,62.691,25.4901960784314,0.8,0.7,67.61,54.171,70.235,64.13,0.984319984912872,1.11772000789642,13.3589092415482,20.3221681956901,14.865,6.06,74.02320309,7.374316576,18.60248033,0.624916667,0.631228956565657,NA,0,52.7009222661397,0,0,47.2990777338603,2659.282552141,1107,0.213166,NA,NA,81056,15.6,6.40309,NA,232785,44.8256,99,190636.475497436,NA,NA
SXM,SX,Sint Maarten (Dutch part),2005,35.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.317,72.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2005,21.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.34,73.825,1.0845400094986,1.02177000045776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,3700,15.4,NA,NA,NA,NA,NA,NA,NA,NA
TTO,TT,Trinidad and Tobago,2005,36.89,45.13,62.2,53.78,59.352,55.019,78.31,19.4444444444444,NA,NA,82.031,70.639,73.223,67.143,0.970790028572083,NA,13.3028344183176,17.495737888664,10.925,5.786,4.347826087,62.02898551,33.62318841,0.309,8.046875,NA,0,0,99.4899404930575,0,0.170019835647492,5151.81993891049,10803,0.799018,37600000,4.19221763853272,322300,23.8,28.9767,NA,924100,68.3489,3.84,2966.41004129799,NA,NA
URY,UY,Uruguay,2005,60.259,45.772,60.129,53.064,61.032,49.867,70.101,11.1111111111111,NA,NA,79.871,70.327,79.796,71.911,0.974839985370636,1.05426001548767,21.611540268704,26.9403444357944,15.278,9.457,84.0672095,10.76433336,5.168457138,3.832589189,4.1568212462039,NA,0,86.9972666926982,0.0390472471690746,0,12.4560718469348,2019.31297098915,48539,1.47725,100420420.75,7.65818194532511,1006000,30.6,20.0882,NA,1154920,35.1492,92.2,28060.3852185682,NA,NA
VCT,VC,St. Vincent and the Grenadines,2005,68.195,40.035,67.52,54.105,56.777,51.063,77.008,18.1818181818182,0.5,0.3,82.295,70.055,73.306,67.941,0.904569983482361,1.0135600566864,18.0643603211979,21.0317302728248,17.205,20.859,38.31946589,NA,NA,0.0095,9.5,NA,0,19.6671709531014,0,0,80.3328290468986,NA,3647,3.24322,9812592.59259259,5.34826532077218,22505,20,9.19828,NA,70620,62.8012,0.1,889.284126278346,NA,NA
VEN,VE,"Venezuela, RB",2005,92.949,33.736,58.465,46.265,52.58,49.456,79.499,17.3652694610778,0.3,0.7,81.975,67.209,76.967,69.378,0.981199979782104,1.03371000289917,34.461273318917,29.810588933016,11.64,10.038,68.83911031,26.98261378,4.178275915,18.9811,2.35790062111801,1120492,0,73.2834206331132,13.6035830866166,0,13.1129962802703,2848.41179305277,356198,1.3298,69000000,5.12630014858841,3650500,13.6,12.553,NA,12495700,46.6505,805,30053.2326750394,NA,NA
VGB,VG,British Virgin Islands,2005,30.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.335,73.166,0.956889986991882,1.01785004138947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,15764,66.6,NA,NA,NA,NA,NA,NA,NA,NA
VIR,VI,Virgin Islands (U.S.),2005,53.041,38.722,41.553,40.07,66.123,58.678,66.88,NA,NA,NA,73.347,69.531,80.7,74.3,NA,NA,4.50322923117756,8.80607845648184,12.184,9.579,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,2967,2.75728,NA,NA,71700,66.6,27.3443,NA,80300,74.6241,NA,NA,NA,NA
ABW,AW,Aruba,2006,41.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.109,70.791,0.955470025539398,0.967980027198792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,13953,14.627,14748398.9172834,1.12648712575362,38651,40.5,28,6.6624510554,109030,114.297,NA,NA,NA,NA
ARG,AR,Argentina,2006,64.156,38.445,52.287,45.504,57.087,49.738,74.522,35.0194552529183,0.1,0.1,80.564,68.826,78.437,72.021,0.994090020656586,1.04022002220154,17.4041773139737,22.1795042035422,12.429,8.422,72.61248811,15.81009742,11.57741448,34.36031136,11.7672299178082,1757990,1.822044356687,42.0515849229576,41.9431613835901,6.77955643313,6.62882126864356,2502.54182544269,1583710,3.99704,563434578.863044,7.12215274835292,9459790,23.9,20.9272,25.1728356258,31510400,79.5273,292,7369.62173775933,NA,NA
ATG,AG,Antigua and Barbuda,2006,48.992,NA,NA,NA,NA,NA,NA,10.5263157894737,0.2,0.2,NA,NA,78.575,72.254,NA,NA,NA,NA,NA,NA,15.5088853,63.00484653,21.48626817,0.005,9.61538461538462,NA,0,0,0,0,100,NA,1541,1.91182,8096205.55555556,1.06789356172545,37500,46.5,30,6.2403804285,110177,136.689,0.052,645.12927398144,NA,NA
BHS,BS,"Bahamas, The",2006,41.004,47.78,62.848,55.316,74.272,67.661,79.589,20,0.7,1,85.696,79.842,76.873,70.177,0.968930006027222,0.980809986591339,10.3945408236821,16.8997006148663,8.063,7.068,NA,NA,NA,NA,NA,1463000,0,0,0,0,100,NA,16591,4.7624,NA,NA,131564,37.8,26,19.0829956463,252987,72.6192,0.7,2009.32902762827,NA,NA
BLZ,BZ,Belize,2006,81.731,32.983,59.846,46.3,44.875,42.908,79.046,6.66666666666667,0.5,0.4,81.39,63.124,73.233,68.227,0.965870022773743,0.994379997253418,21.9689562454167,25.1890415891497,15.18,6.247,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,NA,0,70.7779666254635,0,0,22.408065512979,NA,7245,2.51669,8977932.5,2.44606216456549,34325,11.9,24,2.9263107164,118000,40.9896,15.26,53008.5661287073,NA,NA
BOL,BO,Bolivia,2006,84.906,41.598,54.917,48.379,59.58,58.177,79.891,16.9230769230769,0.1,0.1,81.25,70.588,66.825,62.399,1.00108003616333,0.9860799908638,67.2074083688304,52.0180465289633,3.244,2.099,91.720189,6.526699017,1.753111982,2.058676768,0.678311949917628,NA,0,43.025109605420496,54.3443603029095,0,1.81347150259067,465.568661190257,17589,0.184726,42088000,6.12278429287407,666553,7,6.20067,NA,2876140,30.2062,303.5,31874.5970384036,NA,NA
BRA,BR,Brazil,2006,73.845,53.946,71.469,62.792,61.041,56.546,79.282,8.7719298245614,NA,NA,83.038,71.954,75.744,68.953,NA,NA,30.7903120745214,31.628951512167,12.795,7.396,54.58928879,27.94902704,17.46168417,58.03,1.02508390743685,6294286,2.50395266814042,83.1801152772114,4.35401598237217,3.27993952358127,2.95084860148282,2089.17498538706,4767010,2.55394,291148000,1.6420715831457,38800200,20.8,28.1784,32.1479533553,99918600,53.5317,5661,30328.9890070193,NA,NA
BRB,BB,Barbados,2006,44.763,51.036,61.042,56.012,75.801,64.675,75.508,13.3333333333333,0.4,0.7,84.511,80.002,77.229,72.691,0.980289995670319,1.00021994113922,9.93171471927162,18.1677481647664,9.81,7.696,67.65432099,24.69135802,7.654320988,0.07,87.5,NA,0,0,0,0,99.9696277935082,NA,38800,14.3703,44300000,3.21370557065331,134261,49.7,55.3,7.9181790965,237119,87.8212,0.08,296.294101525174,NA,NA
CHL,CL,Chile,2006,51.682,29.026,43.93,36.616,46.174,41.288,72.9,15,0.1,0.2,78.064,62.139,81.205,75.797,0.955340027809143,0.986660003662109,19.9491154141285,20.317395135841,11.766,7.427,83.03697432,3.576065481,13.38978267,35.36,3.9954802259887,2126811,19.1594360086768,52.6554591467824,20.6760665220535,0,4.90961677512654,3192.22106226258,1011650,6.12777,221644988.70972,3.00899257476,3383600,20.5,34.4978,17.5269521879,12450800,75.4174,885,53606.4902013696,NA,NA
COL,CO,Colombia,2006,87.744,40.887,60.114,50.611,53.856,50.562,79.274,8.43373493975904,0.1,0.2,81.969,67.733,77.093,69.986,0.986829996109009,1.04431998729706,44.8369505502624,45.3559660838757,14.635,8.733,55.96905708,27.57218854,16.45875438,10.76175,0.501713286713287,1510744,5.4582310496169,79.4874655954772,13.71903592948,0,0.219445064345756,972.685537804568,628077,1.47121,241623560.302734,6.53834410151017,7860210,18.4,15.3417,26.2532922859,29762700,69.7165,2145,50244.6834097724,NA,NA
CRI,CR,Costa Rica,2006,65.438,37.37,61.221,49.502,47.22,43.309,78.693,38.5964912280702,0.1,0.2,83.17,64.975,81.658,76.388,0.978690028190613,1.00516998767853,21.3378701929581,21.9341590691288,8.685,4.345,NA,NA,NA,NA,NA,834321,0,75.8997355409911,0,0,6.12855007473842,1832.99624653464,83327,1.92827,267974633.244693,7.4679232017149,1329510,30.8,25.1,17.9220066146,1443720,33.409,113,26149.2962830974,NA,NA
CUB,CU,Cuba,2006,40.74,30.6,46.158,38.588,46.91,40.209,68.387,35.9605911330049,0.1,0.2,77.326,62.112,79.635,75.285,0.974030017852783,0.999710023403168,7.8735494656608,11.7764816322244,2.216,1.732,53.14498099,32.40470438,14.45031463,5.266325,13.8151232948583,NA,0,0.570769324184832,13.5588074564333,0,83.4051855000304,1225.33481697559,NA,NA,NA,NA,961573,8.53,11.1596,7.6534200378,152715,1.35403,38.12,3379.86709284438,NA,NA
CUW,CW,Curacao,2006,38.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.06,70.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,94.1707717569787,7243.04193600918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2006,43.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.766,72.388,0.942139983177185,0.960039973258972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,38000,78.8,44.5,2.2829859304,92559,191.904,NA,NA,NA,NA
DMA,DM,Dominica,2006,49.416,NA,NA,NA,NA,NA,NA,12.9032258064516,0.2,0.3,NA,NA,74.789,69.434,0.989430010318756,1.02586996555328,NA,NA,NA,NA,NA,NA,NA,0.017733333,8.8666665,NA,0,32.4728419577152,0,0,67.3052213526457,NA,4300,6.24945,3209421.41074895,2.0572306123932,17500,25.4,39.3982,4.7306563477,71500,103.915,0.2,2906.72325087928,NA,NA
DOM,DO,Dominican Republic,2006,91.131,28.127,53.738,41.088,43.269,40.601,74.331,19.6629213483146,0.7,0.4,76.488,59.856,73.888,68.302,0.949970006942749,NA,28.4362147629968,48.1905783076114,8.894,3.85,81.49538504,12.91844607,5.586168894,5.7882,24.6306382978723,597583,13.9187362129083,12.5524798975308,12.3247705116345,0,60.6703195047321,1324.35045967946,102880,1.10136,159800000,2.40992927053643,897026,9.6,14.8449,24.1071657673,4605660,49.3049,23.5,2515.74131456369,NA,NA
ECU,EC,Ecuador,2006,87.493,40.968,67.3,54.333,55.015,52.7,83.524,25,0.2,0.4,85.277,70.12,77.222,70.878,0.999339997768402,1.00567996501923,51.0197837676283,33.9857770807937,4.371,3.021,81.4277072,13.0369026,5.5353902,9.9158,2.24136528028933,671087,0,47.1654428788781,9.09572005027453,0,42.7730369782364,936.382034215073,46000,0.326562,75561690,7.24790946110907,1775230,12.6,7.2,16.2406050355,8485050,60.2369,442.4,31406.7787670014,NA,NA
GRD,GD,Grenada,2006,49.339,NA,NA,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,76.785,71.271,NA,NA,NA,NA,NA,NA,20.53510033,NA,NA,0.010455556,5.227778,NA,0,0,0,0,100,NA,5544,5.03382,10592167.037037,5.80581874425578,27702,25.2,21.396,5.4057255846,46193,41.9422,0.2,1815.95314840877,NA,NA
GTM,GT,Guatemala,2006,94.264,33.787,73.276,53.752,43.137,41.859,83.413,8.22784810126582,0.1,0.1,84.516,63.48,72.028,65.646,0.945100009441376,0.938380002975464,55.7348355683488,38.6898726703068,3.351,2.738,56.73716194,25.11958124,18.14325682,3.3241,3.04404761904762,800245,13.5072250795983,40.4481998530492,0,0,34.5334313005143,529.794031909879,39000,0.291753,218500000,14.3854104944368,1354930,10.1,6.5,18.5786409794,7178750,53.7031,109.2,8169.09182216306,NA,NA
GUY,GY,Guyana,2006,88.371,33.634,64.035,48.834,38.805,36.594,76.562,28.9855072463768,0.3,0.1,79.946,59.255,68.032,61.943,NA,NA,37.6742720282365,30.3026913748853,13.463,9.348,94.69308217,3.981812277,1.325105554,1.5395,0.638796680497925,NA,0,0,0,0,94.086029232118,NA,NA,NA,35421000,23.9908157459836,118000,15.5,8.9,6.9461184705,400000,52.7033,241,317537.280984919,NA,NA
HND,HN,Honduras,2006,109.651,28.991,69.957,49.8,39.517,38.459,81.278,23.4375,0.1,0.1,82.328,61.014,71.714,67.186,0.998139977455139,1.06281995773315,48.4464983154944,36.143909999108,4.443,3.163,73.30429372,19.60174238,7.093963908,1.607,1.77255680564747,NA,0,34.5345345345345,0,0,62.8962295628962,584.184163894415,NA,NA,138153796.193921,7.55527267995223,715106,9.34,7.8,12.5008891838,2240760,29.2648,90.66,11840.4060582758,NA,NA
HTI,HT,Haiti,2006,67.875,33.017,39.095,36.063,60.433,58.842,69.684,2.04081632653061,0.9,0.5,70.11,65.244,63.012,58.519,NA,NA,83.4727052661189,67.7385773696261,18.074,14.03,84.86250114,12.2350256,2.902473263,1.414557143,10.8753528330899,NA,0,47.5438596491228,0,0,52.4561403508772,38.192115454765,NA,NA,9920000,5.11524776981385,150000,1.63,6.796,6.6430616383,1200000,13.02,13.007,1411.26376625037,NA,NA
JAM,JM,Jamaica,2006,62.645,33.014,44.806,39.01,59.949,56.177,74.031,11.6666666666667,0.8,0.7,76.543,68.158,73.952,68.941,NA,NA,31.546776072532,38.4676214206287,8.789,4.886,50.11615195,31.13555616,18.74829188,1.312857143,12.1302517139425,2150408,0,2.22133012177171,0,0,96.6546233105848,2418.76245849636,68243,2.52661,176551089.618824,6.66563096075752,342692,12.7,16.4,23.455801796,2274650,84.2161,10.823,4007.08190545019,NA,NA
KNA,KN,St. Kitts and Nevis,2006,51.674,NA,NA,NA,NA,NA,NA,0,0.1,0.4,NA,NA,74.628,68.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,8800,18.8967,5279502.55555556,1.55426143242052,20650,44.3,38.5,3.0145195804,51000,109.515,0.024,515.364298138247,NA,NA
LCA,LC,St. Lucia,2006,50.973,59.782,61.737,60.77,63.164,57.567,73.888,0,0.1,0.1,77.915,70.547,75.92,69.779,0.920059978961945,1.00550997257233,21.0819894876104,29.2007584612588,20.417,12.471,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,7176,4.30631,12649489.4444444,3.49201914505879,39357,23.6,24.5,5.4067847844,105600,63.3705,0.3,1800.29884960903,NA,NA
MAF,MF,St. Martin (French part),2006,30.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.858,74.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
