iso3c,iso2c,country,year,social_development_sp_ado_tfrt,social_development_sl_tlf_acti_1524_fe_zs,social_development_sl_tlf_acti_1524_ma_zs,social_development_sl_tlf_acti_1524_zs,social_development_sl_tlf_acti_fe_zs,social_development_sl_tlf_cact_fe_zs,social_development_sl_tlf_cact_ma_zs,social_development_sg_gen_parl_zs,social_development_sh_hiv_1524_fe_zs,social_development_sh_hiv_1524_ma_zs,social_development_sl_tlf_acti_ma_zs,social_development_sl_tlf_acti_zs,social_development_sp_dyn_le00_fe_in,social_development_sp_dyn_le00_ma_in,social_development_se_enr_prim_fm_zs,social_development_se_enr_prsc_fm_zs,social_development_sl_emp_vuln_fe_zs,social_development_sl_emp_vuln_ma_zs,social_development_sl_uem_totl_fe_zs,social_development_sl_uem_totl_ma_zs,infrastructure_er_h2o_fwag_zs,infrastructure_er_h2o_fwdm_zs,infrastructure_er_h2o_fwin_zs,infrastructure_er_h2o_fwtl_k3,infrastructure_er_h2o_fwtl_zs,infrastructure_is_shp_good_tu,infrastructure_eg_elc_coal_zs,infrastructure_eg_elc_hyro_zs,infrastructure_eg_elc_ngas_zs,infrastructure_eg_elc_nucl_zs,infrastructure_eg_elc_petr_zs,infrastructure_eg_use_elec_kh_pc,infrastructure_it_net_bbnd,infrastructure_it_net_bbnd_p2,infrastructure_bx_gsr_ccis_cd,infrastructure_bx_gsr_ccis_zs,infrastructure_it_mlt_main,infrastructure_it_mlt_main_p2,infrastructure_it_net_user_zs,infrastructure_is_shp_gcnw_xq,infrastructure_it_cel_sets,infrastructure_it_cel_sets_p2,infrastructure_er_h2o_intr_k3,infrastructure_er_h2o_intr_pc,infrastructure_it_net_secr,infrastructure_it_net_secr_p6
ATG,AG,Antigua and Barbuda,2019,31.691,NA,NA,NA,NA,NA,NA,11.1111111111111,0.2,0.2,NA,NA,79.844,74.143,0.977081418037415,NA,NA,NA,NA,NA,15.65217391,62.60869565,21.73913043,0.0044,8.46153846153846,27657,0,0,0,0,96.3125336202259,NA,8000,8.75618,7407326.66666667,0.647485663662125,27000,29.6,73.9792,5.0184168814,184000,201.392,0.052,569.151963574274,87,952.235015980036
BHS,BS,"Bahamas, The",2019,26.003,41.56,64.156,52.803,75.171,66.721,79.361,12.8205128205128,0.4,0.5,86.655,80.686,74.176,68.617,NA,NA,7.92541257416363,21.2055427251732,9.687,9.008,NA,NA,NA,NA,NA,1555798,0,0,0,0,99.7407058562801,NA,82295,20.8513,NA,NA,91129,23.1,90.6933,31.1902991638,425507,107.812,0.7,1773.61119908786,618,1565.84531576614
BLZ,BZ,Belize,2019,65.575,44.223,63.598,54.027,59.416,57.097,82.295,9.375,0.3,0.3,84.339,71.915,75.668,69.871,0.966790020465851,0.988719999790192,34.0304835266544,27.4132515987437,13.632,5.891,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,20259,0,18.1292376485455,0,0,39.8235680089431,NA,29600,7.67179,29206236.445,4.31279909604743,18500,4.79,58.7652,11.1726230925,254919,66.0705,15.26,39551.2001430686,16465,42674.3453706175
BOL,BO,Bolivia,2019,68.46,47.456,59.792,53.701,68.078,66.243,82.047,53.0769230769231,0.1,0.1,83.828,76.018,70.266,65.537,0.994270026683807,0.988470017910004,68.715890730921,56.6931014639239,3.992,3.432,87.10388826,11.44438027,1.451731471,2.2042644,0.726281515650741,NA,0,31.6923376876584,60.5673620588809,0,2.85630727237278,802.304027987764,746872,6.39917,43855777.0475784,3.03860798905084,652272,5.59,47.4748,NA,11688800,100.149,303.5,26003.766819125,1987,170.245419010219
BRA,BR,Brazil,2019,50.958,50.749,63.175,57.047,62.087,55.306,74.917,15.009746588694,NA,NA,80.935,71.417,79.023,72.653,0.968940019607544,1.00990998744965,23.6157356717238,30.5351000816912,14.35,10.07,63.07829181,23.69513642,13.04863582,67.44,1.19130895601484,10704669,3.36618054063618,62.8525888106762,10.3580861631008,2.54773850295088,1.86499260700881,2661.18328561313,32907000,15.8622,2573792241.52,7.79155072187296,33712900,16.3,73.9124,36.2423406857,202009000,97.3747,5661,27287.7851818785,578468,2788.39613470957
BRB,BB,Barbados,2019,46.03,41.947,46.805,44.401,74.079,61.569,68.621,20,0.3,0.5,78.405,76.168,78.536,74.287,0.958050012588501,0.998679995536804,13.0459296526001,25.208515429401,7.281,9.543,67.65432099,24.69135802,7.654320988,0.07,87.5,98435,0,0,0,0,96.5908301493574,NA,106803,37.9802,NA,NA,128043,45.5,74.1791,7.5310401283,329326,117.112,0.08,284.487939489415,270,960.146795776777
CHL,CL,Chile,2019,18.968,29.619,35.809,32.762,60.066,52.651,73.721,22.5806451612903,0.1,0.3,79.444,69.792,82.549,78.098,0.97189998626709,0.982060015201569,22.3143011034512,21.380109598583,8.226,6.958,90.88662342,3.985171455,5.128205128,35.368,3.99638418079096,4641633,33.2718370822394,26.5817545353485,18.7622696847135,0,1.38366564961328,4218.62068793083,3429670,17.865,382946372.909109,4.52527243942323,2750270,14.3,85.0176,36.7149125003,25051700,130.493,885,46099.1666520816,208732,10872.7358797992
COL,CO,Colombia,2019,64.278,39.312,53.983,46.743,57.254,52.398,76.756,18.7134502923977,0.1,0.2,80.982,68.992,79.695,73.907,0.967310011386871,1.01104998588562,46.2545069586556,46.375126590261,13.134,8.249,75.310900470000007,14.18098741,10.50811213,21.85745,1.01899533799534,4316862,10.1498476652366,67.8890754212523,16.3700802089162,0,3.3874277187092,1531.81900651769,6949850,13.9253,527338427.734375,4.94298555338192,7012310,14.1,65.0069,48.6031387639,66283200,132.811,2145,42979.0944274749,39298,787.409068909514
CRI,CR,Costa Rica,2019,42.097,38.704,51.651,45.31,58.805,52.727,76.239,45.6140350877193,0.1,0.4,81.674,70.152,82.963,77.603,1.00741004943848,1.04131996631622,22.3626842121456,26.3367514428946,14.059,8.472,65.97668356,26.72089155,7.302424884,3.13813,2.77710619469027,1300785,0,68.1054738490993,0,0,0.826733965712297,2090.18686270553,904734,18.0963,1239166298.07787,11.3550288612849,640302,12.8,81.2026,24.2901417484,7309970,146.212,113,22602.0206206435,6614,1322.91826889324
CUB,CU,Cuba,2019,51.098,33.388,45.591,39.632,52.808,42.968,66.234,53.2231404958678,0.1,0.3,77.67,65.223,79.913,75,0.966019988059998,0.988439977169037,17.4938180846087,25.7889543570805,1.826,1.624,64.93749102,24.42879724,10.63371174,6.958,18.2528856243442,322431,0,0.598947012510264,11.8292034970777,0,83.8477515335942,1542.01887627483,182732,1.63112,NA,NA,1447130,12.9,67.9708,8.2577865736,6042630,53.9383,38.12,3402.70677647448,401,35.7944757965967
CUW,CW,Curacao,2019,15.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.573,72.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,73.4926052332196,4973.29158224351,53297,28.1187,37601870.8603352,2.73110647189025,53500,28.2,NA,8.3820318527,184236,97.2001,NA,NA,647,4109.47593066609
CYM,KY,Cayman Islands,2019,11.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.568,76.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,97.7243726074011,NA,51000,75.7497,16146682.9560417,0.428192076686426,36000,53.5,NA,1.8849115809,99000,147.044,NA,NA,1101,16353.0233041722
DMA,DM,Dominica,2019,36.168,NA,NA,NA,NA,NA,NA,25,0.2,0.3,NA,NA,74.508,68.564,0.967760026454926,0.991909980773926,NA,NA,NA,NA,5,95,0,0.02,10,7409,0,21.4452958705832,0,0,77.7245636441039,NA,15205,22.3998,3043442.59259259,1.67694368494058,5568,8.2,73.3819,6.3457665475,78132,115.103,0.2,2946.37595757219,705,10385.975250442
DOM,DO,Dominican Republic,2019,66.982,33.65,56.907,45.485,56.378,52.543,78.168,26.8421052631579,0.5,0.4,81.245,68.788,76.448,69.898,0.952229976654053,1.00525999069214,27.6236353421302,45.6824343685939,9.602,4.117,83.31221979,9.418477842,7.269302372,7.137,30.3702127659574,1894225,16.8026793716685,6.12293032690221,26.1899146186141,0,44.7992829850465,1693.58611857875,929883,8.5357,98300000,1.05511726506735,1211080,11.1,79.7155,38.1600903297,8948110,82.1376,23.5,2157.14221065586,1215,111.528841955186
ECU,EC,Ecuador,2019,67.976,34.5,53.059,43.934,57.374,54.401,78.168,37.956204379562,0.1,0.2,80.892,69.138,79.975,74.61,1.02144002914429,1.02401995658875,58.3540373606054,41.5851056666976,4.593,3.259,81.4277072,13.0369026,5.5353902,9.9158,2.24136528028933,2194042,0,76.3993433076232,4.30257411021281,0,17.5076665737385,1510.09044337374,2092460,12.0672,70976801.629776,2.10568243891986,2195840,12.7,59.2,32.5652828261,15853100,91.4249,442.4,25513.2332308017,5448,314.186470708426
GRD,GD,Grenada,2019,31.587,NA,NA,NA,NA,NA,NA,46.6666666666667,NA,NA,NA,NA,78.194,72.101,NA,NA,NA,NA,NA,NA,14.89361702,85.10638298,0,0.0141,7.05,12343,0,0,0,0,98.3750874161833,NA,31787,27.4071,5716512.59259259,0.931497372274366,24359,21,64.3128,6.2110777907,116184,100.175,0.2,1724.42037920004,56,482.837706176012
GTM,GT,Guatemala,2019,77.103,31.82,70.619,51.414,38.773,37.107,82.046,19.375,0.1,0.1,83.816,60.969,74.018,69.28,0.978120028972626,0.971830010414124,42.0219334166912,29.9345403237777,2.946,1.84,56.73716194,25.11958124,18.14325682,3.3241,3.04404761904762,1529010,29.4249710312862,32.3652954808807,7.24217844727694e-5,0,11.8409617612978,653.188065835417,585000,3.42029,744308680,20.2308539936697,1974010,11.5,44.401,24.9866914881,20874100,122.044,109.2,6384.54500440633,1559,91.1493192478889
GUY,GY,Guyana,2019,75.615,36.616,51.308,44.056,43.472,40.483,62.829,31.8840579710145,0.4,0.2,66.079,54.504,72.848,65.525,NA,NA,29.9605511069242,27.4684581353433,14.665,12.146,94.34484668,4.243095452,1.412057867,1.4447,0.599460580912863,58543,0,8.33145875511343e-4,0,0,92.8874336607597,NA,83000,10.2765,350316.666666667,0.151615079443721,125000,15.5,55.3127,8.7800919604,778000,96.3271,241,298391.040839952,49,60.6687178471272
HND,HN,Honduras,2019,85.131,36.927,72.72,55.198,48.704,47.112,82.065,21.09375,0.1,0.1,83.46,66.18,74.726,69.651,NA,NA,52.5961223838931,35.709651932108,8.172,4.278,73.30429372,19.60174238,7.093963908,1.607,1.77255680564747,790707,0.506994648389823,22.805370387757,0,0,46.1083466341189,776.979600916486,390377,3.9259,186903693.429874,6.27653641612405,490103,4.93,39.3884,11.8126667731,7559830,76.0268,90.66,9117.39200350616,910,91.5158473769094
HTI,HT,Haiti,2019,53.62,31.731,39.564,35.658,63.866,61.979,69.837,2.54237288135593,0.8,0.5,70.42,67.119,67.29,61.483,NA,NA,84.0950179246118,66.4289616042008,17.041,11.324,83.37931034,13.10344828,3.517241379,1.45,11.1478434689014,177075.5,0,16.3533834586466,0,0,83.2706766917293,81.4936259827974,31100,0.28005,21200000,3.99268691506646,5952,0.0536,39.262,10.9737305996,6843380,61.6234,13.007,1171.25700901464,60,5.40289233035121
JAM,JM,Jamaica,2019,37.741,31.649,39.636,35.712,64.201,59.834,74.337,17.4603174603175,0.5,0.4,77.047,70.577,74.008,69.085,NA,NA,29.5830750130541,37.8330844872003,6.372,3.836,15.39545249,43.67279052,40.931757,1.307960378,12.0850076503742,1647609,0,3.46136668155427,25.7034390352836,0,62.1929432782492,1179.12874817897,317907,11.2602,127564045.97738,2.91396779867265,398048,14.1,70.841,32.2776320681,3023870,107.105,10.823,3833.4966781439,426,150.888809469583
KNA,KN,St. Kitts and Nevis,2019,39.623,NA,NA,NA,NA,NA,NA,13.3333333333333,0.1,0.5,NA,NA,75.476,68.017,0.91772586107254,NA,NA,NA,NA,NA,1.282051282,98.71794872,0,0.0122,50.8333333333333,13629.25,0,0,0,0,96.5001997602877,NA,20379,43.4039,3966195.55555556,0.764351629692135,16146,34.4,69.4,6.2067315408,65224,138.916,0.024,511.160333958085,289,6155.22235474527
LCA,LC,St. Lucia,2019,30.831,54.012,57.888,55.984,70.965,64.312,73.407,16.6666666666667,0.1,0.1,77.395,74.181,76.089,68.744,1.01810002326965,0.998480021953583,18.9280553261767,28.4037033723947,17.277,14.116,70.86247086,29.13752914,0,0.0429,14.3,39238,0,0,0,0,97.4276911318637,NA,15785,8.8849,11906313.3333333,1.06519825407937,15800,8.89,61.0805,5.6254251367,147790,83.1865,0.3,1688.60920517165,55,309.578354281469
MAF,MF,St. Martin (French part),2019,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.843,76.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,99.7321269123162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,MX,Mexico,2019,63.359,32.402,57.361,44.977,49.016,45.573,78.057,48.2,0.1,0.3,81.948,64.859,77.422,71.587,1.00910997390747,1.05191004276276,30.0932936517541,25.0899952388254,3.515,3.453,75.70816219,14.71835794,9.57236069,89.351,21.8462102689487,7113878,7.63903388689078,7.00352602464982,56.8098740453413,3.2907602861991,13.5312298738689,2392.19041418722,19353100,15.3885,1313522122,2.97428590716616,22678200,18,69.6321,49.0962441615,122035000,97.0359,409,3252.14934868513,34635,275.399004136209
NIC,NI,Nicaragua,2019,97.665,30.286,72.394,51.59,51.266,48.48,82.517,44.5652173913043,NA,NA,84.421,67.501,76.416,71.016,0.993929445743561,NA,46.2213150197606,33.1601766798817,5.504,5.452,85.08634223,14.91365777,0.04866562,1.2724,0.81454452339799,175370,0,4.94097070397901,0,0,43.1132487975514,604.597066131043,217618,3.35641,196000000,14.2742699002258,228782,3.53,37.8319,7.9049228058,5788430,89.2773,156.21,24092.8846174312,564,86.9879452290582
PAN,PA,Panama,2019,69.342,35.697,56.512,46.305,61.669,56.346,80.851,21.1267605633803,0.3,0.7,85.01,73.383,81.567,75.528,0.984726011753082,NA,34.7252844873429,37.3468583109402,7.921,5.079,36.82516097,62.66303451,0.511804524,1.2114,0.886822840409956,7346859,9.17754120879121,43.75,24.1414835164835,0,13.9423076923077,2384.82064845207,535631,12.6486,486998382.47,3.5406650582061,649156,15.3,63.6284,50.0015967653,5825680,137.57,136.6,32257.3027605261,8039,1898.36352043828
PER,PE,Peru,2019,47.308,57.911,66.532,62.216,74.006,70.044,84.828,30,0.1,0.1,87.887,80.921,78.576,74.106,0.961579978466034,0.952740013599396,55.7052148500433,43.6065573435393,3.736,3.078,85.0843061,5.810635538,9.105058366,38.55,2.34917733089579,2677239,0.275390282406595,55.158744079986,38.1126118224873,0,1.22083844939484,1561.29701768941,2397290,7.38779,112561099.593895,1.68111699951174,2466510,7.6,59.9505,40.1547594412,39844600,122.79,1641,50571.1940869731,12505,385.370372978427
PRI,PR,Puerto Rico (US),2019,18.858,17.009,30.22,23.673,43.578,32.893,50.052,NA,NA,NA,62.792,52.75,85.14,77.66,NA,NA,7.53645294334967,17.7349729931491,6.679,9.517,3.466178042,24.30905482,72.22476714,0.875,12.3239436619718,1451950,18.3898931074077,0.214182205324465,39.8802042357927,0,38.0037591589013,NA,609943,18.5504,NA,NA,686901,20.9,77.7364,13.9351673636,3371970,102.553,7.1,2149.7621182242,1347,407.849235668732
PRY,PY,Paraguay,2019,74.016,47.303,70.809,59.273,63.794,60.256,84.581,15,0.1,0.2,87.209,75.577,76.796,70.73,NA,NA,39.5400025720084,35.0671040599506,8.307,5.37,78.61583092,15.00207211,6.382096975,2.413,2.06239316239316,37795.5,0,99.9959552652335,0,0,0.00202236738325884,2030.5268195617,412186,6.32667,15400000,0.6991685262308,272656,4.19,68.5176,1.8507626366,7761850,119.137,117,17958.3973005306,2454,376.665871585487
SLV,SV,El Salvador,2019,57.724,30.273,56.976,43.935,49.745,45.983,76.147,30.952380952381,0.1,0.1,79.528,63.669,75.979,67.1,NA,NA,43.5962454339483,28.2896594438524,4.384,4.019,46.09028861,41.58988826,12.31982313,1.970195124,12.6052151247601,249472,0,25.1317523056654,0,0,28.903162055336,1057.80514592793,525088,8.43878,243677932.207581,7.36454210388867,893630,14.4,50.4912,9.4699178033,10396800,167.089,15.63,2511.92562000206,608,97.712781635397
SUR,SR,Suriname,2019,53.196,28.688,45.688,37.303,51.069,45.919,66.765,31.3725490196078,0.6,0.6,72.241,61.815,75.08,68.638,0.998709976673126,NA,18.242878097738,20.5511369356671,10.655,5.417,69.99512908,8.004546193,22.00032473,0.6159,0.622121212121212,109200,0,47.3161033797217,0,0,52.0874751491054,2936.76787152837,80410,13.2741,8457785.25164847,5.37440793400202,92756,15.3,62,8.9134461255,813844,134.349,99,163428.903474598,306,505.143883466938
SXM,SX,Sint Maarten (Dutch part),2019,19.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.577,73.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105200,0,0,0,0,100,NA,NA,NA,7554846.37430168,0.830493616356045,NA,NA,NA,10.6347150489,NA,NA,NA,NA,33,817.135074904049
TCA,TC,Turks and Caicos Islands,2019,19.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.966,75.556,1.03634715080261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,99.4377940107852,NA,NA,NA,NA,NA,4000,9.27,NA,1.1280819879,NA,NA,NA,NA,29,671.825047491081
TTO,TT,Trinidad and Tobago,2019,37.987,31.063,45.643,38.538,58.477,51.033,70.628,30.952380952381,NA,NA,77.859,68.185,76.034,69.732,NA,NA,12.6569470787807,25.6815020006156,4.044,3.135,4.358037578,62.00417537,33.63778706,0.3362,8.75520833333333,446232,0,0,99.5428820200261,0,0.380931649978232,6425.29060070309,339340,22.8528,15931554.0571687,1.98767110025313,343385,23.1,75,15.8508627094,2163730,145.716,3.84,2815.28022668871,436,319.651609071947
URY,UY,Uruguay,2019,33.065,42.899,51.871,47.479,69.405,56.217,71.86,19.1919191919192,NA,NA,81.106,75.239,81.293,73.58,0.994599997997284,1.05744004249573,22.586692581503,26.4050095875057,10.639,7.296,78.02452869,9.724648645,12.25082266,4.315838916,4.68095327114967,749562,0,50.3539932927587,0.757669854676438,0,1.01850701776177,3464.31744203913,1012410,29.8013,1050211983.72923,19.0124371776541,1165370,34.3,83.3515,31.2282136175,4526330,133.237,92.2,27139.949711616,6262,1843.2794478757
VCT,VC,St. Vincent and the Grenadines,2019,53.182,36.428,67.112,52.464,62.605,55.126,75.224,13.0434782608696,0.3,0.2,82.826,73.082,73.993,68.554,0.966477394104004,NA,18.3526656256971,21.544485709672198,17.056,20.743,0,99.97647612,0.023523877,0.0079,7.9,18222,0,14.1233342043376,0,0,84.7922654821009,NA,21715,20.8463,5498227.77777778,1.93540291741918,17892,17.2,59.5763,6.5278900126,96373,92.5178,0.1,959.99692800983,10,95.999692800983
VEN,VE,"Venezuela, RB",2019,74.487,20.98,43.271,32.481,46.506,42.394,68.646,22.1556886227545,0.1,0.3,72.256,59.271,76.677,69.025,NA,NA,32.3830306348817,39.1072093988482,6.478,5.487,73.85211016,22.64179296,3.506096887,22.6211,2.81007453416149,179529,0,58.2821581635648,25.0067515998356,0,16.5960194915752,1998.85286171883,2561130,8.85037,NA,NA,5351310,18.5,NA,11.1109136137,18476200,63.8474,805,27817.9996487675,6191,213.939423385739
VGB,VG,British Virgin Islands,2019,13.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.646,74.137,1.00223994255066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45955.97,0,0,0,0,98.0693797499387,NA,5929,16.2907,NA,NA,20605,56.6,NA,6.2067315408,39534,108.625,NA,NA,4118,113147.410358566
VIR,VI,Virgin Islands (U.S.),2019,32.171,28.238,31.329,29.787,60.018,48.272,56.699,NA,NA,NA,67.401,63.609,83.1,76.4,NA,NA,5.02285926108983,9.86350615064877,13.508,11.662,NA,NA,NA,NA,NA,NA,0,0,0,0,97.6184329417839,NA,NA,NA,NA,NA,76000,85,NA,5.7285412411,80000,89.5125,NA,NA,126,1181.22416072148
ABW,AW,Aruba,2020,20.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.333,72.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53171,0,0,0,0,85.2028212042921,NA,19000,17.6909,7219782.46248859,0.532187398794988,35000,32.6,NA,9.5437176077,141000,131.285,NA,NA,169,1556.3557331909
ARG,AR,Argentina,2020,31.492,27.773,38.174,33.092,54.389,46.486,65.925,40.8560311284047,0.1,0.1,72.91,63.716,78.783,72.981,1.00501000881195,1.0242600440979,22.6853359277257,25.0600925000922,12.394,10.778,73.92800424,15.48438327,10.58761249,37.69,12.9075342465753,1705390,1.2996947212506,21.0892679568576,56.4028566858828,7.44490726897214,4.67236427612776,2827.42739776861,9571560,21.1798,1992576764.01141,20.9927501850159,7356170,16.3,85.5144,33.0659050704,54763900,121.181,292,6461.32559183917,167248,3700.83487186273
ATG,AG,Antigua and Barbuda,2020,33.916,NA,NA,NA,NA,NA,NA,11.1111111111111,0.2,0.2,NA,NA,79.813,74.157,NA,NA,NA,NA,NA,NA,15.65217391,62.60869565,21.73913043,0.0044,8.46153846153846,NA,0,0,0,0,95.0515824444833,NA,8000,8.71023,5081242.96296296,0.912605827998773,27000,29.4,75.0089,5.0184168814,184000,200.335,0.052,566.165102454108,122,1328.31043268079
BHS,BS,"Bahamas, The",2020,25.129,37.839,58.997,48.375,70.814,62.759,74.68,12.8205128205128,0.3,0.5,81.607,75.997,76.788,69.35,NA,NA,8.1494332140856,21.915566376062,11.896,12.149,NA,NA,NA,NA,NA,1450000,0,0,0,0,99.6853311375132,NA,83000,20.9668,NA,NA,91000,23,92.4437,32.2416827587,466000,117.717,0.7,1768.28852406009,496,1252.95872561972
BLZ,BZ,Belize,2020,58.522,40.163,61.562,50.981,53.718,51.374,77.5,9.67741935483871,0.3,0.3,80.002,66.886,74.463,69.047,0.954850018024445,0.990760028362274,34.9018755641737,28.1862745098039,16.115,7.258,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,NA,0,43.7215601300108,0.0559768869628025,0,5.65727699530516,NA,36000,9.21159,46096800,10.8241374274999,19000,4.86,64.4359,7.7326423547,264000,67.5517,15.26,39046.9074644586,52225,133632.027675711
BOL,BO,Bolivia,2020,67.521,49.764,59.855,54.872,67.441,65.591,80.146,46.1538461538462,0.1,0.1,81.768,74.657,67.126,59.654,0.998340010643005,0.994159996509552,69.5359956229522,60.4612218572114,9.746,6.395,521.9285082,69.90087686,8.69880847,0.367866474,0.121208063920923,NA,0,29.4848667067549,61.2848266185608,0,2.79615153337342,769.784176923756,931918,7.88672,49436385.9187934,11.6433157730719,598082,5.06,59.9401,NA,11804300,99.8988,303.5,25684.861224314,2452,207.509982609614
BRA,BR,Brazil,2020,47.46,44.513,58.164,51.435,56.914,50.338,71.101,14.6198830409357,NA,NA,77.32,67.016,77.599,71.537,0.952139973640442,1.00648999214172,23.8903581644027,30.7911683774269,16.25,11.804,61.76558306,24.05308679,14.18133015,67.07997,1.18494912559618,10450632,2.7894408712967,63.0413000744317,9.45982912507714,2.23486077447182,1.94540399895668,2624.84323723758,36344700,17.4181,2551741787.51,9.27436242667849,30653800,14.7,81.3427,36.813579733,205835000,98.6456,5661,27130.1502751532,656211,3144.86893520731
BRB,BB,Barbados,2020,45.931,41.15,45.916,43.558,73.209,60.484,67.507,20,0.3,0.5,77.516,75.29,78.649,74.477,0.969879984855652,1.00007998943329,13.6320502935769,26.4151231737881,8.304,11.246,67.65432099,24.69135802,7.654320988,0.07,87.5,89460,0,0,0,0,94.5545732743965,NA,128000,45.4387,NA,NA,128000,45.4,76.002,8.0065223588,295000,104.722,0.08,283.992076621062,298,1057.87048541346
CHL,CL,Chile,2020,14.415,22.33,30.701,26.581,52.633,45.442,67.515,22.5806451612903,0.1,0.3,73.791,63.254,82.031,76.76,0.967980027198792,0.979330003261566,22.174326487547,22.0941888556592,11.15,10.786,90.88662342,3.985171455,5.128205128,35.368,3.99638418079096,4217172,31.0383008107818,26.0414558356053,18.2062790946865,0,2.05969545081138,4166.72173286725,3763830,19.4306,379690903.233987,6.83578641640091,2567940,13.3,87.4593,36.215161659,25068200,129.414,885,45687.738298983,246876,12744.8656274573
COL,CO,Colombia,2020,62.885,39.092,54.587,46.942,56.137,51.108,76.251,18.3431952662722,0.1,0.2,80.601,68.244,78.23,71.49,0.966480016708374,1.00679004192352,47.266263259225,48.33986663769,20.526,12.807,81.32254648,14.1821416,4.49531191,22.66227,1.05651608391608,4272689,11.8128449131982,62.8254283523363,19.0938918151077,0,3.30236709449522,1470.27462790488,7764770,15.3363,534428741.210938,9.03565489505915,7248030,14.3,69.7953,49.3657872982,67672600,133.661,2145,42366.1885660392,20646,407.78197162445
CRI,CR,Costa Rica,2020,33.354,37.554,50.05,43.93,54.881,48.638,73.063,45.6140350877193,0.1,0.4,79.001,66.853,82.754,76.769,1.01698994636536,1.05157005786896,22.3157781279352,26.6165615699383,21.175,13.153,66.16604592,26.4093946,7.424559464,3.13608,2.77529203539823,1509599,0,70.7136158240259,0,0,0.196095148776537,2022.31880373119,992725,19.7191,1364874591.45384,17.2649557918794,559882,11.1,80.5302,24.5505720298,7512370,149.223,113,22445.9311287324,6722,1335.23494732158
CUB,CU,Cuba,2020,50.532,30.745,42.428,36.726,49.826,40.367,62.871,53.2231404958678,0.1,0.3,73.892,61.847,79.939,74.968,0.971319973468781,0.988740026950836,17.6345655190965,26.2594095639484,2.281,2.213,64.93749102,24.42879724,10.63371174,6.958,18.2528856243442,255362,0,0.58252427184466,10.5694043558121,0,84.5972185778011,1398.39879803378,231654,2.07272,NA,NA,1502230,13.4,71.1191,8.5053057278,6661760,59.6059,38.12,3410.77242184705,775,69.3428286183491
CUW,CW,Curacao,2020,13.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.606,72.164,0.946430027484894,1.08203995227814,NA,NA,NA,NA,NA,NA,NA,NA,NA,89305,0,0,0,0,73.8974970202622,4821.0033108095,58454,31.5937,29823334.1843575,4.01132130530565,53513,28.9,NA,9.5437176077,170000,91.883,NA,NA,735,4743.55747449128
CYM,KY,Cayman Islands,2020,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.825,76.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,97.3092430687376,NA,32000,46.5902,17147232.4078338,0.513484333775857,36000,52.4,NA,2.0403402784,100000,145.594,NA,NA,2002,29147.9820627803
DMA,DM,Dominica,2020,35.903,NA,NA,NA,NA,NA,NA,34.375,0.2,0.3,NA,NA,74.591,68.44,0.932869970798492,0.971989989280701,NA,NA,NA,NA,5,95,0,0.02,10,7401,0,19.5906730475512,0,0,79.6151104775481,NA,18286,27.0611,2935178.51851852,3.53065952843059,6361,9.41,75.6567,6.3454311342,74607,110.409,0.2,2959.76203513238,3378,49990.3807733858
DOM,DO,Dominican Republic,2020,58.852,27.818,50.141,39.182,50.929,47.412,73.67,27.8947368421053,0.5,0.4,76.6,63.742,76.717,68.925,0.956539988517761,1.00894999504089,29.0120976665132,47.10950185101,9.034,4.203,83.31221979,9.418477842,7.269302372,7.137,30.3702127659574,1781902,30.6181072069761,8.07386509361375,32.0492433957425,0,21.149012567325,1541.29157090559,1031860,9.37345,84600000,1.8441416893733,1155490,10.5,81.6173,38.2614847573,8989590,81.6619,23.5,2134.75286829029,1375,124.905752931879
